ID_REF	leaf1	leaf2	protoplast1	protoplast2
244901_at	11.91535475	9.195703822	119.115719	94.60929338
244902_at	26.50219595	22.45305735	93.52045216	87.11625313
244903_at	16.06389679	11.47100588	131.4071531	107.2051201
244904_at	29.37770925	38.451554	85.46193042	79.22533775
244905_at	12.15569099	10.37385353	10.88077942	12.06227394
244906_at	18.3976552	12.26571985	324.6496852	274.3968291
244907_at	8.178577857	9.831625755	11.23026448	9.793401283
244908_at	11.18675731	9.794012246	9.65141184	10.10116648
244909_at	11.02013506	10.32636075	11.02013506	12.49630789
244910_s_at	10.72295032	10.72295032	11.89134501	10.85591933
244911_at	8.086133375	8.773484859	8.756109522	8.086133375
244912_at	38.4795494	27.51277967	59.5995693	87.21775799
244913_at	17.57533155	21.21819458	16.59630304	18.58079081
244914_at	8.994792497	8.280856527	9.377218179	8.994792497
244915_s_at	14.77616524	12.73564392	15.91196387	17.73589218
244916_at	11.35747323	10.6974127	10.87889409	11.35747323
244917_at	11.85718798	11.30704471	11.0537961	12.18040332
244918_at	8.411598562	8.619116537	8.958952133	8.958952133
244919_at	25.08964234	22.08461841	32.04039437	37.65031421
244920_s_at	22.03141115	14.74577762	198.4236253	146.4312842
244921_s_at	19.37050955	19.49807781	178.7773305	168.9965518
244922_s_at	22.29023621	23.74151345	41.02780311	31.41082651
244923_s_at	37.2051389	36.61238877	67.23916949	66.97171464
244924_at	14.20837836	14.43871052	21.3885978	15.91383896
244925_at	14.64047037	16.46796063	16.7653419	20.4444876
244926_s_at	8.564090255	8.358012985	14.22444048	13.30392467
244927_at	19.44409254	20.42380835	19.44409254	18.33972371
244928_s_at	28.11172347	28.25237019	49.23218961	41.38769506
244929_at	18.45576968	17.92833989	45.14173613	45.33489379
244930_at	9.185383776	9.185383776	9.21970123	9.185383776
244931_at	13.27647273	13.04097653	24.450804	33.43182021
244932_at	15.06428193	13.94184898	19.39092876	16.50281236
244933_at	10.5521129	11.03121656	12.4847065	11.03121656
244934_at	30.93568341	28.35694089	38.90463124	27.57673976
244935_at	14.76940703	15.18505259	15.998891	16.50086786
244936_at	11.21315224	10.88093027	12.2826504	10.65323732
244937_at	8.133577208	8.769046621	7.970112012	7.970112012
244938_at	18.21241078	16.98642092	16.98642092	18.95898731
244939_at	8.83475422	8.83475422	9.586272828	9.173867052
244940_at	8.450285003	9.625156511	9.208907422	7.915771678
244941_at	13.43765974	14.21744186	15.17021892	15.93381694
244942_at	11.733569	14.78087734	10.20482827	13.39553225
244943_at	10.67060447	9.30966981	85.26371436	62.16454149
244944_s_at	18.02478318	16.1268191	200.8075914	149.4884282
244945_at	13.79161977	12.42892831	22.0905893	19.48686356
244946_at	11.67305275	11.57900997	17.40451854	15.77239673
244947_at	8.611293734	10.50358561	10.95410721	11.71633951
244948_at	9.882047566	13.104133	9.882047566	9.965623015
244949_at	12.55386766	13.36538972	15.40909257	15.43164548
244950_at	12.95628317	10.94879353	134.9901191	146.2537696
244951_s_at	30.28139996	16.297175	179.7577299	127.045371
244952_at	8.775370269	10.20270646	10.20270646	11.70854581
244953_s_at	11.17753377	11.8992604	322.6441372	280.821581
244954_s_at	11.38221949	8.958952133	16.07202714	15.01112294
244955_at	9.038165658	9.960926924	11.74024003	11.41303037
244956_s_at	14.53893814	13.43225855	15.39393334	15.74116049
244957_at	15.77983265	14.76797387	16.78452728	15.77983265
244958_at	15.51326016	16.481664	16.95642351	13.19610265
244959_s_at	12.73308415	13.30327918	27.84159581	23.21249992
244960_at	8.489973202	8.366301558	51.44004501	21.30824694
244961_at	17.53797168	20.54250197	18.45346716	17.53797168
244962_at	16.97053333	17.81449893	22.2467086	18.85571562
244963_at	82.77711141	103.3647168	149.8556844	160.0068656
244964_at	71.4588108	64.431309	110.4952085	97.60816972
244965_at	10.24998576	9.645660285	11.76557562	10.99838661
244966_at	9.813923326	10.46731852	14.74117889	12.48288934
244967_at	54.78731511	59.91893183	102.485074	59.34440033
244968_at	14.4689668	14.61157711	13.96041574	13.19610265
244969_at	7.650001337	7.133993988	7.262971908	7.262971908
244970_at	8.968396113	8.057431398	8.968396113	8.783403006
244971_at	11.66876523	12.3905644	12.78579533	12.78579533
244972_at	52.68900389	39.5643733	62.17617666	51.99027928
244973_at	11.19715259	14.03133136	11.19715259	12.65556489
244974_at	15.11647654	16.46796063	14.17925669	16.08607002
244975_at	22.43578877	27.91134999	34.03907671	34.37457568
244976_at	65.19412247	69.29935406	173.6176729	162.1314321
244977_at	15.07180187	28.08679301	36.64285477	40.09582172
244978_at	310.6508088	244.92564	310.6508088	319.3179845
244979_at	200.6893154	77.26697433	284.1679424	268.1711074
244980_at	63.38633726	25.79000236	70.61535401	74.84427186
244981_at	17.75163495	13.01109069	25.67157668	26.95273927
244982_at	11.56224786	9.970874207	13.72952682	16.0791585
244983_at	16.45130357	11.08264244	23.16781368	25.73089974
244984_at	9.544899452	9.020016046	12.75012954	13.68031932
244985_at	15.51326016	13.19619412	16.51986509	21.81003228
244986_at	16.908655	16.85529532	18.98055141	18.83860197
244987_s_at	291.3036564	252.0506737	499.035971	433.9484919
244988_s_at	134.6620946	112.3479508	160.9791464	141.5305805
244989_s_at	13.94097927	14.4490226	12.1706136	14.88998092
244990_s_at	7.243916919	7.243916919	6.693449954	6.998666197
244991_s_at	14.49566887	16.45723429	15.68104717	14.49566887
244992_s_at	11.68147057	11.0735815	15.19273813	13.19610265
244993_s_at	9.926739959	9.105952918	10.89489207	10.57078052
244994_at	8.749981702	9.361631645	8.645144032	8.749981702
244995_at	7.555514498	7.620522926	8.069000616	8.411656867
244996_at	7.161143613	7.945180526	8.107853381	7.945180526
244997_at	21.70897944	20.54834078	21.93921499	23.07853914
244998_at	12.23464215	11.27503495	11.13963456	12.14137576
244999_at	10.20482827	10.49863602	10.20482827	10.20482827
245000_at	45.84841643	60.02576584	48.59951462	51.48427687
245001_at	137.5497779	138.4249317	1049.800882	765.0604849
245002_at	166.7935859	151.4848808	243.0568528	170.3384126
245003_at	189.4364316	138.790018	248.5599421	189.4364316
245004_at	23.92687369	27.72873699	23.43008041	23.36941962
245005_at	14.05108858	12.3905644	14.249506	14.49978899
245006_at	88.30174235	68.34765809	182.4996643	144.2642479
245007_at	37.16029372	35.5320741	58.28286935	55.48708084
245008_at	8.516200995	8.958952133	8.958952133	8.460013702
245009_at	123.5165028	61.32187904	247.5935635	222.5506648
245010_at	33.37648218	32.96469893	73.68402674	60.36079909
245011_at	24.34308319	25.87182643	60.23958809	42.65047784
245012_at	460.2519424	475.1502572	1283.439878	1523.738904
245013_at	221.3736962	232.5504627	370.9060525	282.9218912
245014_at	369.3923043	363.6205688	444.802165	369.6894338
245015_at	65.78605974	54.15227338	74.03830695	64.37149187
245016_at	8.87102002	10.50081937	10.80487143	10.25887054
245017_at	15.94453369	19.18278122	18.66857625	18.14436925
245018_at	21.3496424	25.44464221	25.54661079	25.44464221
245019_at	23.43544038	30.26188605	32.48270786	25.58967643
245020_at	24.8795761	25.80645377	28.00378635	25.27221131
245021_at	19.08093549	22.36126655	65.23073593	43.55601316
245022_at	38.70532076	47.72952256	62.09219381	57.07432551
245023_at	205.6047807	168.5228022	309.0807514	250.3946626
245024_at	65.77146955	81.44645495	110.0068842	93.15233321
245025_at	21.29569634	20.5286948	24.45215988	21.99463874
245026_at	46.77221995	49.77122532	71.10849416	70.04644851
245027_at	232.7117103	245.8781969	33.89122784	25.25925179
245028_at	162.9922999	172.321631	172.321631	170.8160822
245029_at	82.74670733	72.9643582	9.480085035	11.07872536
245030_at	7.765129582	7.418050041	7.469750211	7.469750211
245031_at	44.32964795	44.07259683	18.60772789	15.69931819
245032_at	18.1402194	15.61802368	10.70950578	10.16790112
245033_at	16.90549085	16.90607676	20.60882003	19.36675046
245034_at	18.97397439	15.53542711	20.65844845	20.49840853
245035_at	38.78347044	43.79395988	43.79395988	43.79395988
245036_at	7.835579626	9.206801231	8.036682013	8.036682013
245037_at	10.80966569	10.80966569	11.61792084	9.250234888
245038_at	204.2949879	184.436451	2564.923354	2626.634962
245039_at	192.204726	151.6929261	82.95804553	97.06437612
245040_at	16.68477123	16.92730037	16.92730037	16.04809337
245041_at	59.11121624	45.75634787	4647.696027	4728.280798
245042_at	291.519787	357.6786015	628.9798546	674.4604329
245043_at	184.0201579	159.7652681	329.3208398	324.7622197
245044_at	7123.1517	7824.05068	2870.925146	2731.163561
245045_at	335.9237527	419.7917488	607.8282844	551.4361356
245046_at	289.6466161	276.0182788	419.3874849	412.7487398
245047_at	484.962707	370.040662	1067.928986	647.3445577
245048_at	10.1626166	10.76636995	9.714905754	9.273153267
245049_at	7.809444876	8.026327367	7.455835346	8.296771191
245050_at	202.6055662	149.7757243	275.4067292	285.1406666
245051_at	77.39991087	96.01247741	2201.696661	2390.505484
245052_at	117.1619256	129.2929679	29.46519686	21.8098811
245053_at	13.66430332	15.46526876	12.46801595	12.75012954
245054_at	104.2114508	69.12712404	159.0360478	162.0898565
245055_at	13.968256	11.72999099	10.74110117	10.77278977
245056_at	18.28362209	20.85787097	21.85119083	22.33307497
245057_at	13.31314945	13.99859374	13.99859374	18.85571562
245058_at	9.998003278	9.618687185	10.48728988	10.43869892
245059_at	266.0308969	292.8788086	344.4044563	342.8158492
245060_at	1634.235295	1585.805369	3279.363249	3335.529302
245061_at	14843.0505	15780.98898	2044.45416	1812.041146
245062_at	173.6068424	219.9512515	335.1632131	317.9795114
245063_at	105.7577809	98.713124	156.4361364	119.2933655
245064_at	16.23741423	16.90619394	214.1918832	206.7280006
245065_at	293.3582999	259.5214545	218.1656261	209.7577056
245066_at	239.5245962	253.9217208	205.8086773	215.589036
245067_at	1332.389339	1454.492357	2396.644149	2547.559276
245068_at	16.66951241	15.95017116	15.0646996	15.95017116
245069_at	11.1201936	11.7125232	11.28934594	11.76859346
245070_at	20.00709777	19.50754063	21.5209521	21.11973753
245071_at	18.87873248	17.05827668	16.98689189	16.98689189
245072_s_at	10.6994149	11.89703366	12.67575697	12.71332948
245073_at	10.66276728	11.1413334	13.85053693	15.68637402
245074_at	90.85474766	110.2962553	16.51036375	15.01112294
245075_at	43.30524904	37.69914764	9.706895765	10.73403059
245076_at	25.83437363	22.39756516	313.1130872	292.974238
245077_at	14.69272412	15.49091009	12.55386766	15.49091009
245078_at	122.5307466	108.6037418	292.0901707	271.9749558
245079_at	16.38529793	19.13179059	16.17955474	15.95017116
245080_at	17.60398326	17.56838901	30.68964388	32.31204152
245081_at	16.78382924	17.88204713	17.88204713	17.88204713
245082_at	31.62031862	27.93205861	57.20264689	56.71348868
245083_at	171.6802177	179.766452	271.4796033	312.3565559
245084_at	40.42371476	34.60383429	50.88787349	57.17053952
245085_at	775.7941033	902.8797218	497.6508164	523.7882913
245086_at	10.12886068	10.81386241	13.82799421	12.58532005
245087_at	29.37954199	29.87320245	18.93626637	19.80729547
245088_at	128.3865268	247.4460153	18.94099218	18.1952504
245089_at	22.24902176	23.65133969	63.07603198	59.8952629
245090_at	84.21527334	89.37503521	21.31223514	19.73042326
245091_at	9.802094123	10.80764285	11.02013506	11.51697556
245092_at	146.7676297	128.121608	154.2931283	148.6999137
245093_at	27.90264535	35.4924436	29.84691674	29.57671663
245094_at	655.4718439	698.2791086	275.1930071	256.9653456
245095_at	56.35649565	47.84081295	54.59171065	71.26342907
245096_at	1433.970868	1492.070511	1433.970868	1281.306582
245097_at	110.1304802	117.9670386	71.72827348	84.98109334
245098_at	235.7281106	207.1080758	132.0261594	136.7000538
245099_at	274.4424803	235.020045	147.3649891	132.5083993
245100_at	101.6636413	102.1857349	161.7363333	135.0022835
245101_at	649.4028924	589.7664729	2982.279999	2959.627718
245102_at	10.22514928	9.464524327	9.547149164	11.17970333
245103_at	8.467346922	10.56550632	9.798493808	10.56550632
245104_at	184.5771304	185.5327421	101.6340491	107.6071402
245105_at	11.32689084	11.78206082	11.74487945	11.74487945
245106_at	56.67026329	43.2305714	87.14041024	64.55424217
245107_at	13.6879074	12.05475145	17.07542995	18.88514558
245108_at	13.45313034	14.06609538	9.825630592	10.87090391
245109_at	96.65148542	73.09293195	84.61432361	92.17413069
245110_at	10.23514758	10.22514928	10.12401749	12.04080548
245111_at	11.6175182	10.05903497	10.85433925	11.35747323
245112_at	72.05716566	76.77155687	134.6639614	137.7759247
245113_at	19.54706368	17.05662141	103.3109955	103.6380525
245114_at	350.7088435	344.1061818	756.0720958	764.9332236
245115_at	906.4791333	935.2122389	266.5920595	273.6883092
245116_at	154.1498847	158.7981175	154.1498847	154.1498847
245117_at	750.8755473	862.4338537	153.4026931	125.5040404
245118_at	1706.943985	1510.489039	490.2690911	448.6479472
245119_at	17.73785926	16.19874344	805.2260301	800.90649
245120_at	107.632503	97.63117575	67.67588764	59.80565493
245121_at	2051.125426	2051.125426	2070.408887	2069.548008
245122_at	144.426333	130.3746889	342.2033327	355.1931626
245123_at	2737.417936	2468.125432	195.2555843	158.5352669
245124_at	310.1882011	296.7923303	245.9463782	268.727471
245125_at	10.80966569	10.80966569	10.80966569	10.80966569
245126_at	13.93160916	15.17063953	16.98689189	17.68323104
245127_at	237.1029825	203.6996936	1447.75323	1412.269788
245128_at	7.471044732	7.359562471	6.906668595	7.858587357
245129_at	12.7382925	12.7397053	10.32807874	9.944301238
245130_at	161.1332035	146.0714077	16.09276142	12.83178527
245131_s_at	160.7349666	172.5283935	441.1085762	399.0650159
245132_at	90.07032737	64.11633252	79.81234456	78.33743577
245133_at	34.8894754	29.31607388	23.49773836	19.56088854
245134_s_at	215.9749231	260.7132328	172.0113556	147.6215978
245135_at	9.632431357	8.598291372	8.994792497	8.732350267
245136_at	15.0716974	18.6045037	228.363774	219.4532765
245137_at	28.85281148	33.84803084	24.51546124	24.07443442
245138_at	178.3243618	186.8646676	25.65645608	25.93664556
245139_at	23.40021694	23.53735007	22.31450657	25.80645377
245140_at	9.805899666	9.805899666	9.415188636	9.175266104
245141_at	14.30581713	20.90027471	23.47592339	20.90027471
245142_at	349.7499401	398.4210329	105.4401122	113.8389145
245143_at	29.76696028	25.98307008	20.67162645	19.39523028
245144_at	313.9606628	308.3467863	415.26544	461.9490723
245145_at	277.1935735	350.7720534	447.7749465	438.1223492
245146_at	252.2516682	189.0651961	219.7622841	189.0651961
245147_at	27.90457948	22.60876058	29.88625041	26.79997965
245148_at	33.697508	30.90482092	1849.987747	2197.732375
245149_at	44.84763491	43.79395988	106.3045841	91.54251352
245150_at	1048.055935	875.9896415	102.5504491	79.51912627
245151_at	10.17953672	11.84798653	2431.447962	2632.102579
245152_at	1356.05502	1181.333016	570.5225104	655.4718439
245153_at	8.481679686	8.201626243	8.405362266	8.094713391
245154_at	12.38360968	13.54642257	12.82662761	12.24991641
245155_at	2301.087295	2005.296706	331.406939	313.0349649
245156_at	73.40263762	69.77169611	163.504893	140.6075254
245157_at	10.64556046	8.958952133	8.939226486	8.898486648
245158_at	19.73890425	20.04443712	47.44157496	42.87901916
245159_at	16.63223336	14.43871052	90.05347231	91.62313359
245160_at	9.379948489	8.775370269	8.775370269	8.775370269
245161_at	13.78636298	12.84362017	16.18684601	14.74220071
245162_at	12.22099631	14.61066562	12.41489367	12.75012954
245163_at	25.08912063	20.6355502	19.35990543	23.18002151
245164_at	301.6475386	376.4801525	1146.801515	1009.286468
245165_at	762.6778549	729.1238079	136.8640752	118.3363917
245166_at	70.54637269	92.93821299	69.91838712	70.54637269
245167_s_at	356.2632843	373.3927227	1900.943583	2004.87976
245168_at	937.6073051	1044.502333	10804.91423	9875.239347
245169_at	116.1439343	104.7219459	105.3977311	104.1363546
245170_at	13.36501915	14.48020377	12.75012954	12.87990458
245171_at	21.70897944	21.9456029	13.78368756	17.12093991
245172_at	11.36408797	11.70781541	11.1235085	11.70781541
245173_at	22.46629003	18.88069544	2065.821663	1913.635045
245174_at	27.04781221	28.91367329	11.37283479	10.72495731
245175_at	744.186289	838.490135	710.5636121	681.5520361
245176_at	300.3165143	278.466506	82.92987427	79.7774995
245177_at	10.46499705	9.925363916	9.371435147	10.46499705
245178_at	77.02153658	62.16281795	866.7967897	776.5096266
245179_at	112.1402204	114.0505821	521.1157324	548.2233627
245180_at	215.9030779	200.0060735	193.4745508	199.0766217
245181_at	12.16766135	16.27279316	35.41257876	32.91789095
245182_at	97.60884629	103.9207545	88.51131553	97.04755761
245183_at	74.97667799	63.1722915	15.80796771	17.5775245
245184_at	9.742621376	11.19187617	10.46499705	10.00271685
245185_at	23.3270182	20.5286948	20.64871359	20.64871359
245186_at	18.04365873	18.92747425	12.29397882	12.04431133
245187_s_at	105.7211344	133.7977458	300.1167437	241.0552432
245188_at	70.3110727	75.57305296	101.0517153	86.79860794
245189_at	7.6069599	7.270174538	8.2226305	7.862019816
245190_at	12.79226655	15.51326016	16.66373619	13.93585874
245191_at	17.97437872	14.49044505	17.97437872	17.97437872
245192_at	7.863382318	7.782210478	7.782210478	7.863382318
245193_at	14.46535676	12.38524069	48.35053674	41.43275937
245194_at	19.90598008	24.40711722	39.5901602	41.13144924
245195_at	11428.11628	9805.666638	1802.77046	1752.866004
245196_at	75.97853556	44.7203632	14.17621024	16.16733521
245197_at	151.1995463	152.442356	312.5666403	367.9000341
245198_at	1425.3495	1754.932712	552.2126013	568.2571022
245199_at	622.0341599	563.2845144	413.9664389	410.3212326
245200_at	312.0449384	351.380422	575.6228291	583.6865443
245201_at	656.7406747	805.2037048	130.1219015	116.1648674
245202_at	89.11707647	65.92574206	28.21460017	22.74834998
245203_at	7.632258313	7.782210478	7.037582843	7.632258313
245204_at	12.3905644	12.3905644	12.35146274	12.3905644
245205_at	18.62734302	16.63626885	17.07140626	19.83642313
245206_at	122.4526343	161.1991135	216.9246213	208.2496124
245207_at	707.6734578	644.7249479	625.9788052	669.3978003
245208_at	19.59495018	18.00917266	29.80846128	29.87320245
245209_at	10.22514928	10.40424231	527.8923687	557.9762866
245210_at	67.96122725	63.37579348	77.73163732	69.83362701
245211_at	326.6065695	353.1751437	583.2335898	588.4353058
245212_at	15.35684558	14.06736292	12.95242208	13.61268735
245213_at	9639.883527	8979.379258	816.7495814	747.5519342
245214_at	10.09955624	8.411540257	11.34669316	13.51088244
245215_at	223.7928292	205.6090562	66.40960443	50.661223
245216_at	486.1945799	380.6443886	220.9567202	231.9725039
245217_at	16.04842709	15.83472602	17.97437872	16.79826119
245218_s_at	102.4651855	117.1789811	79.82506957	91.72416748
245219_at	707.6096928	706.164262	428.2204844	295.1940843
245220_at	8.492386313	8.355927645	10.20482827	9.41584127
245221_s_at	9.035660094	9.030964033	9.259215729	9.624355946
245222_at	8.952868524	8.828632557	8.221433693	9.512074404
245223_at	9.545561077	10.03918327	9.609291074	9.60383089
245224_at	20.54520755	18.21783986	14.87687908	17.72544571
245225_at	15.23882751	15.34460922	14.97236273	14.95452312
245226_at	15.41016068	12.30821803	1396.596939	1506.515708
245227_s_at	129.327924	145.2012437	82.73466352	92.51914317
245228_at	94.81148989	78.05125908	74.88734307	79.85052567
245229_at	161.2080526	163.8509242	325.8287279	330.5787089
245230_at	31.220246	25.76981009	134.8638614	128.6528851
245231_at	23.83863955	18.66094317	12.10138275	14.71065929
245232_at	11.79211014	9.089242092	10.40842592	10.66875556
245233_at	13.6371475	14.5134641	12.33486482	12.84130572
245234_at	11.38640172	12.19113041	9.805899666	10.62219489
245235_at	453.648161	380.7129938	321.2427311	285.1782215
245236_at	20.1014825	20.64141546	21.51737227	24.18599524
245237_at	47.40607354	56.79216479	199.6667093	208.3189108
245238_at	2220.240123	2199.561158	324.417987	310.4355566
245239_at	12.22099631	12.49933988	12.0870477	12.22099631
245240_at	15.04987918	15.53338126	10.73708153	10.95911961
245241_at	13.27610464	11.66003327	11.66003327	10.60740608
245242_at	2997.408503	3771.44063	311.2068488	314.5073668
245243_at	21.67665137	18.53653906	44.15240135	46.58617576
245244_at	147.2812535	152.4687745	2011.282475	2244.533635
245245_at	16.12447183	14.10700673	15.93779345	16.49515009
245246_at	21.14507834	19.79288488	15.95017116	18.14436925
245247_at	85.54134581	71.86861606	1234.832805	1247.392695
245248_at	135.3536517	117.4106934	63.95388075	56.40886485
245249_at	266.6955606	340.3157237	4057.006785	3983.994665
245250_at	16.57446043	12.50852697	151.178587	142.8126534
245251_at	43.56718517	49.12992052	1738.226054	1877.89411
245252_at	66.10648954	63.40303516	3700.744962	3234.887892
245253_at	296.2230305	300.88951	57.09767122	34.25469893
245254_at	519.7341332	432.3961898	107.7220664	137.3287617
245255_at	372.7643289	317.3695708	930.1115877	1002.676153
245256_at	23.14309647	25.35748925	18.06255406	18.07670721
245257_at	8.378023901	9.296063992	9.022454733	9.022454733
245258_at	11.02013506	11.02013506	10.43457547	10.72176118
245259_at	9.377543174	9.706155679	9.063008262	9.730810668
245260_at	379.5799556	330.0932895	113.095679	105.8369807
245261_at	61.72529837	49.13026106	44.79730384	42.04697189
245262_at	26.33482559	28.22751065	16.60562363	14.8241759
245263_at	228.085354	289.5181532	105.0389071	83.18606679
245264_at	352.1972905	428.3332908	171.5362884	164.0952877
245265_at	77.41869049	76.52610147	16.08562403	12.75012954
245266_at	85.65288883	98.1720203	271.4796033	262.308364
245267_at	9.410817157	9.608758236	9.415971802	9.377543174
245268_at	133.1501275	110.2717935	72.47793769	86.69999469
245269_at	412.6972458	417.7164069	467.1201923	459.4487078
245270_at	1861.04858	1751.772851	481.4826494	479.3547772
245271_at	128.9752113	102.6080422	105.6193238	94.98843707
245272_at	41.57026386	33.40286629	82.73064931	85.682579
245273_at	126.1529384	104.7023491	413.1924263	470.2030217
245274_at	438.480842	394.3874955	73.09293195	75.44116239
245275_at	12.67110116	11.94081994	13.13086452	12.92999668
245276_at	70.10522168	62.4063098	306.2784392	345.0065639
245277_at	279.0790466	287.9790397	2125.66716	2204.445355
245278_at	314.9283882	354.6199769	679.0998955	700.3586026
245279_at	210.3954945	242.241125	295.8454711	307.1607361
245280_at	70.26040561	70.89342864	66.63831424	63.33758699
245281_at	3627.600831	3845.885244	311.7833335	301.6663569
245282_at	342.1701267	262.8817173	155.1242043	170.1507853
245283_at	73.05443733	68.80731296	131.2132863	114.1628938
245284_at	1565.274535	1779.80072	363.1218668	328.7985212
245285_s_at	610.8354578	663.7931816	244.3101513	264.8386736
245286_at	3871.293571	3922.886828	1752.987508	1779.80072
245287_at	444.3584153	341.1092341	313.5192029	304.5594375
245288_at	210.5837058	176.9159119	209.4003437	217.4605663
245289_at	1055.565216	1259.905664	1439.448043	1473.365856
245290_at	765.076394	669.06381	166.6433573	163.2014426
245291_at	429.9365642	381.6668301	98.06252468	83.57676429
245292_at	115.9123116	113.0071308	111.7623151	96.98031267
245293_at	241.5268887	220.6934497	174.6932434	169.2861342
245294_at	170.3974576	181.2063874	321.0779987	300.3997912
245295_at	117.8730423	83.5877719	206.8570045	220.2991319
245296_at	883.1961053	679.636724	118.5786116	129.6968832
245297_at	51.90997904	51.521761	154.8116251	172.650416
245298_at	115.0358719	105.1044542	183.9206934	181.3395752
245299_at	942.6249122	928.0057923	1693.861264	1874.902684
245300_at	11.79709714	11.66827995	11.78246916	11.11287347
245301_at	73.13195377	73.22985327	45.20310595	48.10283439
245302_at	69.08161952	67.86002235	57.9674051	58.49575387
245303_at	38.51557344	33.40286629	59.82638559	54.30111812
245304_at	672.4438521	660.3421836	116.4785104	143.8398888
245305_at	9.870888838	11.14789953	11.14789953	12.75012954
245306_at	96.84730514	81.16073358	56.33189112	61.51046597
245307_at	149.5651248	135.0359752	105.3999228	119.0505108
245308_at	81.22151317	69.94407762	698.2839487	695.4051784
245309_at	14.06473046	14.69262228	14.69262228	14.69262228
245310_at	40.09026365	40.34253958	31.94526052	26.39330294
245311_at	1763.101725	1787.837627	1214.881597	1137.381084
245312_at	39.64645589	31.71426496	37.41694848	36.46296565
245313_at	77.74079737	41.71776606	663.0482276	577.9336249
245314_at	26.51763118	25.79608101	18.94099218	19.92654939
245315_at	552.1743262	473.3061966	803.4141162	851.0617487
245316_at	295.9787931	264.864375	303.0495731	324.4719601
245317_at	37.79621862	23.02325645	5770.577537	5837.358668
245318_at	2876.303106	3458.666035	158.2640751	118.3363917
245319_at	26.88482173	31.28783656	1125.07074	970.4701308
245320_at	113.6646632	118.1790093	149.7103341	143.9955083
245321_at	5991.909007	5841.811129	676.4221066	723.5706102
245322_at	15.51530336	17.41598301	16.55999119	16.55999119
245323_at	282.7866101	210.6990501	1259.643701	1286.200643
245324_at	94.40360187	88.50027297	558.7232323	668.1184088
245325_at	11.58037446	12.3905644	21.31223514	23.54632495
245326_at	142.0691992	111.8460115	20.6474255	18.14436925
245327_at	43.84711451	49.15887517	42.81991421	39.65525073
245328_at	11.44336941	12.74155984	12.74155984	12.74155984
245329_at	506.6585515	495.7812841	654.2099992	595.0058324
245330_at	526.9382145	661.6479587	494.0009479	588.1743255
245331_at	462.2629737	493.2755605	447.2476216	397.9932079
245332_at	703.3651283	531.8848005	2488.050409	2579.185817
245333_at	648.0314406	551.8031951	331.4942418	320.9778649
245334_at	607.7313898	550.2486918	566.3185592	567.5800223
245335_at	13.06939089	12.05475145	12.44418636	15.68343859
245336_at	40.10749619	43.08309534	30.40633441	34.37457568
245337_at	179.5634612	156.0603251	109.5313465	114.7332708
245338_at	115.3208847	103.1306965	44.09490309	33.01477709
245339_at	78.82711123	57.19392459	46.46298701	48.70034205
245340_at	223.0015612	185.8197452	365.2600098	354.6470163
245341_at	23.25501556	28.2441465	9.897471445	11.74838057
245342_at	2661.640484	2888.490431	1821.233265	1790.938399
245343_at	34.26538519	30.33875546	24.4242101	18.8944419
245344_at	154.1424055	180.3955575	338.9691106	330.5787089
245345_at	13.66439803	12.3905644	13.27997016	11.6002179
245346_at	3084.882876	2839.655105	624.1201585	603.2950772
245347_at	911.6586938	787.3110956	46.61686239	26.42900122
245348_at	297.6019151	208.6281468	14.622114	16.07180433
245349_at	735.1832055	691.2673617	372.3640541	345.4516518
245350_at	192.8907298	203.9356239	187.4601328	192.8907298
245351_at	689.8170607	670.3031949	569.4873557	661.7075819
245352_at	86.11424485	98.12983981	299.4434988	278.0364077
245353_at	22.04439533	21.96279867	13.09341934	13.57245692
245354_at	1228.515206	1659.692206	240.7646875	208.1009874
245355_at	2322.076843	2179.22584	1257.549959	1163.858538
245356_at	4378.436278	4165.286453	2630.643436	2718.509209
245357_at	1401.348434	1449.962627	194.0345832	155.4600419
245358_at	224.0349494	268.0874735	233.0474634	269.040583
245359_at	147.7915525	123.0192265	1044.647142	1112.662241
245360_at	275.3017556	234.2101842	329.951462	349.8905767
245361_at	117.721988	154.6443163	235.9455252	271.1260641
245362_at	90.08219023	79.14245976	23.79786097	20.33580223
245363_at	16.92730037	9.623955689	607.2934505	664.1337476
245364_at	92.68988469	89.37131828	15.29724558	15.99501012
245365_at	106.2051562	93.95903557	423.2276285	459.9298426
245366_at	154.7193684	152.8793776	135.8621707	133.5077795
245367_at	77.98149997	58.20898677	15.53456566	16.03341682
245368_at	469.6753278	682.8192873	26.5966014	27.29736897
245369_at	16.09800496	16.40916588	23.81700335	26.14947361
245370_at	24.12438066	25.60387029	27.97836982	29.9825254
245371_at	14.56859656	14.92749313	12.48098594	12.80175767
245372_at	1098.637708	792.7103485	676.0096356	622.836637
245373_s_at	1510.803169	1503.386251	2803.279734	2766.603152
245374_at	226.8570996	237.0175373	499.2885458	517.3941744
245375_at	15.92619807	15.92619807	15.26345861	15.92619807
245376_at	9.90172581	10.12703544	10.41203384	11.02013506
245377_at	19.30028171	17.40729345	17.53797168	17.53797168
245378_at	19.45663076	18.20483803	15.8880482	17.53797168
245379_at	34.39650318	39.26685098	56.04835011	57.34119239
245380_at	12.03171172	12.3905644	12.03171172	10.96025911
245381_at	11.02013506	10.24714425	11.02013506	11.12435666
245382_at	16.65484474	13.90141659	26.98601414	24.78679785
