	GSM388810	GSM388811	GSM388812	GSM388813	GSM388814	GSM388815	GSM388816
251641_at	5.01317	6.90897	5.2276	6.86251	4.70219	6.84952	5.56254
251642_at	11.2563	7.59524	11.2091	7.84735	11.1776	7.18462	11.2076
251643_at	10.5503	8.47001	10.5325	8.33567	10.1806	8.75419	10.5043
251644_at	4.83448	6.20734	4.42766	5.84638	4.64622	6.75477	4.503
251645_at	6.96768	7.04788	6.90343	6.96768	6.92468	6.96768	6.89854
251646_at	3.79374	4.2559	3.46207	4.04051	3.84038	4.4811	3.57561
251647_at	4.03073	3.93545	4.32931	3.49395	4.29026	4.03307	4.35707
251648_at	3.99518	4.37865	3.7859	3.93436	3.98373	3.98373	3.74817
251649_at	9.07409	9.13493	9.0611	9.33412	9.07409	8.43874	9.07409
251650_at	4.56361	3.95543	4.66606	3.9322	4.60867	4.05937	4.66774
251651_at	3.64833	3.62256	3.62533	3.63117	3.63117	3.63635	3.63117
251652_at	4.67635	3.53028	5.08019	3.51918	4.94191	3.35046	5.06259
251653_at	3.88811	3.79857	3.84058	3.70884	3.9955	3.70079	3.68618
251654_at	3.46207	3.21189	3.52988	2.97141	3.84653	3.3487	3.5197
251655_at	3.8222	4.29099	4.13513	4.28286	4.13513	4.27793	4.06027
251656_at	6.6521	6.61495	7.02503	5.69938	6.59365	6.09399	6.7994
251657_at	8.44193	7.83075	7.94597	7.93361	8.13575	8.01624	7.98751
251658_at	11.3786	10.3941	10.7941	10.4846	11.2674	10.6856	10.7496
251659_at	11.4439	8.70123	10.9921	9.12282	11.3202	9.24535	11.0846
251660_at	5.14704	4.4756	4.598	4.4808	5.03491	4.30621	4.598
251661_at	9.49244	8.42519	9.31245	8.6424	9.55778	8.52769	9.3723
251662_at	5.57324	6.66502	6.03002	6.95817	5.21074	6.77147	5.77533
251663_at	7.22361	7.89957	7.48099	7.70445	7.21815	7.68914	7.48099
251664_at	8.73337	12.6919	9.24656	12.5104	9.03273	12.4828	9.48911
251665_at	6.72015	9.63255	6.25788	9.22742	6.58625	9.65085	6.52199
251666_at	7.75432	10.6576	8.30037	10.2328	7.90446	10.3902	8.25169
251667_at	8.2503	8.20894	7.99801	8.68902	8.3017	8.29727	8.05625
251668_at	5.47781	4.5612	6.14867	4.45908	6.37772	4.76627	6.54392
251669_at	4.90064	6.99654	5.08113	7.24984	4.86904	6.84988	5.03922
251670_at	6.57603	8.46438	6.59444	8.14327	6.89404	8.49144	6.49712
251671_at	4.1227	3.38902	3.68957	3.35598	3.49843	3.42442	3.37429
251672_at	6.37489	7.23376	6.70252	7.3656	6.36632	7.12124	6.34981
251673_at	3.52975	6.65276	3.80688	7.96299	3.40265	6.69857	4.00044
251674_at	3.33975	3.41002	3.34664	3.32738	3.41002	3.42374	3.41002
251675_at	8.77207	8.35155	8.78368	7.37461	8.47594	8.17552	8.72795
251676_at	5.26209	5.65515	5.07066	6.46531	5.65515	6.3536	5.41399
251677_at	3.61036	3.42737	3.43696	3.33204	3.57761	3.59158	3.41709
251678_at	8.20579	7.42311	8.1875	7.13668	7.80759	7.58958	8.28808
251679_at	6.01316	6.96505	6.26832	7.5256	6.34327	7.20427	6.25615
251680_at	3.46207	3.40605	3.86325	3.43891	3.58877	3.58877	3.73558
251681_at	3.82577	3.59038	3.88595	3.80709	3.83665	3.72524	3.77722
251682_s_at	3.67534	3.73371	3.63501	3.67534	3.67534	3.67534	3.6493
251683_at	8.4373	4.89862	8.64858	4.72987	8.46239	4.68863	8.73036
251684_at	6.74284	5.39593	6.52833	5.16891	6.60387	4.92958	6.44637
251685_at	4.79068	5.59829	5.25614	6.17449	5.06717	5.30462	5.30462
251686_at	5.30086	6.04335	5.72751	5.67289	5.16543	6.06377	5.58
251687_at	9.10592	9.3305	9.22594	9.11038	9.03808	9.0813	9.14286
251688_at	5.30203	8.03559	5.74568	7.1668	4.6404	7.71698	5.82124
251689_at	4.91588	3.80012	4.76498	3.94792	5.5155	3.95543	5.04852
251690_at	6.48352	6.50161	6.40832	6.55534	6.77504	6.50161	6.41568
251691_at	3.1519	3.1519	3.07767	3.19753	3.11862	3.03417	3.24408
251692_s_at	3.33411	3.16333	3.2185	3.01383	3.41043	3.13028	3.2185
251693_at	3.38902	3.38902	3.41419	3.46207	3.326	3.33576	3.38902
251694_s_at	3.22032	3.08855	3.15714	3.09444	3.15714	3.27184	3.2764
251695_at	4.45208	6.75444	4.38859	6.63244	4.5069	6.96124	4.2695
251696_at	5.03059	4.67829	4.80512	4.59042	4.80512	4.80512	4.80437
251697_at	3.96357	3.68386	3.68386	3.53641	3.76947	3.60426	3.84846
251698_at	3.25148	3.14724	3.18925	3.18925	3.22822	3.11077	3.18925
251699_at	6.86605	6.94864	6.63951	7.1657	6.86605	7.25148	6.7571
251700_at	4.07737	4.23389	4.16991	4.07737	3.8597	4.04893	4.05577
251701_at	5.84112	9.60035	6.24175	9.51945	5.77299	9.66713	6.45846
251702_at	4.40073	3.73162	3.91649	3.91511	4.02063	3.8851	3.91649
251703_at	4.07006	3.81798	3.97256	3.60381	4.12433	3.75055	3.8144
251704_at	11.1766	9.4798	10.7154	9.92115	11.1777	9.49446	10.7452
251705_at	7.70055	10.1736	6.85991	10.8937	7.65008	10.019	6.96272
251706_at	8.14514	4.03336	7.71073	4.16238	8.0767	4.53187	7.86299
251707_at	9.23638	8.44411	8.95405	8.49798	9.02466	8.27583	8.83767
251708_at	4.37988	5.80991	4.2656	5.55504	4.12406	5.56201	3.83145
251709_at	2.98625	2.96599	3.03338	2.95693	2.84723	2.96018	2.96018
251710_at	5.88191	5.37277	5.38958	5.38958	5.4951	5.22294	5.38958
251711_at	3.69897	3.73371	3.70248	3.4665	3.87144	3.87036	3.79515
251712_at	4.95262	6.93423	4.97319	6.59953	4.53462	6.70036	4.85955
251713_at	5.56472	8.31565	4.98137	7.91775	5.42759	8.17018	4.93744
251714_at	3.91094	7.45262	3.97192	8.42387	3.74543	7.25003	4.00312
251715_at	3.05981	3.05981	3.009	3.05981	3.05981	3.0854	3.14865
251716_at	4.08341	3.86904	4.1582	4.11609	4.08341	4.08341	4.17426
251717_at	5.72438	6.33177	6.66049	6.39644	5.63358	6.39644	6.65546
251718_at	3.47842	3.31141	3.1177	3.32757	3.32757	3.32757	3.32757
251719_at	9.13397	9.45982	8.91107	9.27931	8.93266	9.45295	8.98749
251720_at	4.14661	6.87465	4.06768	7.03963	3.974	7.7368	4.12698
251721_s_at	9.86796	8.22264	9.7367	8.43861	9.60139	8.54818	9.67061
251722_at	10.5394	8.79947	10.4747	8.47767	10.0431	8.68297	10.1025
251723_at	3.7455	3.83029	3.61015	3.61715	3.6262	3.88928	3.51875
251724_at	3.97226	3.5796	3.80688	3.50083	3.67436	3.47455	3.86904
251725_at	4.86228	5.21179	4.86331	5.91655	4.52446	5.1985	4.29332
251726_at	4.07755	3.71575	3.79404	3.57195	3.70066	3.69577	3.56451
251727_at	7.18947	11.7023	6.95557	11.7112	7.01041	11.2863	6.78508
251728_at	3.60575	5.34608	3.67483	4.84015	3.77106	5.37735	3.63117
251729_at	10.6902	9.8901	10.7178	9.9479	10.6398	9.76529	10.6136
251730_at	4.58056	5.18173	4.46268	5.40021	4.42908	5.19599	4.35011
251731_at	3.86583	3.37216	3.53571	3.34312	3.64224	3.30499	3.47581
251732_at	8.89571	7.67263	8.79427	7.96409	8.89484	7.70678	8.62026
251733_at	6.09825	11.0491	6.5537	10.3224	6.41743	10.8523	6.8221
251734_at	3.50516	3.84819	3.3139	4.91925	3.23613	4.10424	3.4261
251735_at	7.62334	9.72572	8.56625	9.54247	7.45748	9.47016	8.66087
251736_at	5.48006	6.8619	5.06082	7.09138	5.10205	6.70983	5.31706
251737_at	9.55075	11.1165	9.63888	11.4641	9.86479	11.0782	9.84225
251738_at	9.81207	9.54599	9.79815	9.80435	9.73424	9.64477	9.73424
251739_at	8.56554	6.71912	8.1372	7.1586	8.80051	7.3062	8.38347
251740_at	7.88061	7.39391	8.01398	8.31387	8.4349	7.11165	8.21001
251741_at	4.9355	8.76028	5.58805	7.90442	5.09287	7.90054	5.77763
251742_at	9.77362	9.85708	9.29147	9.88458	9.57036	9.80886	9.29891
251743_at	5.07602	3.21623	4.13241	3.23659	4.94025	3.18671	4.14356
251744_at	6.50274	10.1736	6.47097	10.1261	6.64232	9.92976	6.56768
251745_at	10.1968	6.48904	10.58	6.99718	9.99114	7.07999	10.5175
251746_at	7.04598	8.01669	5.92844	8.02493	7.05864	8.23584	5.88052
251747_at	2.92445	2.89596	2.89596	2.90676	2.89596	2.85248	2.89596
251748_at	3.73371	3.73371	3.73371	3.73371	3.73371	3.73371	3.73371
251749_at	3.95395	4.11994	4.26487	4.66411	4.29155	4.23693	4.21798
251750_at	4.181	4.00833	3.96593	4.7121	3.96593	4.05123	3.97666
251751_at	3.31715	3.31715	3.47583	3.25854	3.39555	3.22709	3.34752
251752_at	9.0764	7.0507	9.26268	6.84368	9.06028	6.69053	9.11012
251753_at	4.43509	5.56807	4.69426	5.14279	4.31038	5.89084	4.97407
251754_at	4.02835	3.90684	3.90796	3.89339	3.67349	3.83067	3.73102
251755_at	3.41392	2.95718	3.1933	2.99484	3.63117	2.95859	3.41855
251756_at	4.09043	4.01353	4.12758	3.90959	4.1528	4.0656	4.09043
251757_at	8.55493	6.77732	8.52581	6.48814	8.43758	6.93011	8.52034
251758_at	10.0932	9.9431	10.1066	9.5331	10.0181	9.92886	10.0389
251759_at	7.46382	9.42561	7.64428	8.93142	7.42484	9.82208	7.66946
251760_at	6.45423	6.06199	6.38244	6.35296	6.64325	5.89384	6.34182
251761_at	3.70975	3.57369	3.67244	3.61108	3.88145	3.55667	3.64257
251762_at	8.07073	13.1332	8.54913	12.9984	8.03613	13.0702	8.7371
251763_at	7.04124	5.1273	6.89957	5.2633	6.98028	5.24844	7.11208
251764_at	8.33248	8.24729	8.24903	8.54472	8.35325	8.27776	8.20046
251765_at	5.4394	4.03427	5.06232	3.93253	5.05781	3.8629	4.6373
251766_at	5.46045	3.84707	4.93982	3.50083	5.27076	3.83635	4.98776
251767_at	3.17014	3.10405	3.17014	3.12488	3.50871	3.26138	3.17014
251768_at	3.50083	3.56854	3.46415	3.50083	3.42757	3.52642	3.69453
251769_at	7.02015	5.3852	7.25003	5.61665	7.31715	5.55938	7.35522
251770_at	12.4534	3.458	12.3174	4.04725	12.1826	3.60562	12.0749
251771_at	3.38902	3.90898	3.44919	3.62721	3.22119	3.98885	3.26083
251772_at	4.81801	7.18742	5.39194	7.10113	5.24466	7.32199	5.6894
251773_at	10.0922	9.99303	9.90168	9.69371	9.80625	10.2643	9.78688
251774_at	8.07433	4.50744	8.31691	4.0784	8.49203	4.17329	8.70929
251775_s_at	10.4277	11.1621	10.1456	10.8417	10.3378	11.0687	10.144
251776_at	11.9992	9.87062	11.2509	9.86973	11.7531	9.60597	11.17
251777_s_at	3.28721	3.02094	3.19753	3.10808	3.19402	3.07854	3.43241
251778_at	3.51545	3.40146	3.45845	3.50055	3.45845	3.24438	3.42223
251779_at	3.56192	3.03447	3.1449	3.10836	3.18263	3.34455	3.16235
251780_s_at	5.34448	5.11145	5.21803	5.3456	5.76006	5.3456	5.29476
251781_at	5.99576	5.93655	5.83739	5.85459	5.85459	5.7925	5.85459
251782_at	6.47533	8.00889	6.788	8.12732	6.32742	7.50117	6.722
251783_at	7.28968	9.65282	7.43174	9.89996	7.37045	9.42172	7.33991
251784_at	8.08066	11.4883	8.56257	11.3628	8.07914	11.306	8.67785
251785_at	6.16305	9.07589	6.32998	8.92062	6.35114	9.00087	6.32286
251786_at	8.11839	6.49932	8.10086	6.22049	7.86732	6.33985	7.83486
251787_at	11.0952	9.09429	11.3057	9.05695	10.9076	8.80353	11.065
251788_at	3.74043	4.48404	3.5773	5.03035	3.45638	4.86248	3.46898
251789_at	8.58119	5.57605	8.66104	6.31507	8.47054	6.11024	8.55169
251790_at	11.3772	5.88493	11.3188	6.56707	11.3288	6.73086	11.4452
251791_at	4.51345	4.73501	4.18473	5.27003	4.20294	5.02466	4.32721
251792_at	3.69046	3.72046	3.77111	3.84401	3.77111	3.86723	3.77111
251793_at	4.99667	6.41808	4.9025	5.79157	5.00549	6.3742	4.7461
251794_at	3.81058	3.81058	3.81058	3.81058	3.97968	3.64148	3.98455
251795_at	6.41941	5.14494	6.30916	5.45182	6.38987	5.583	6.40288
251796_at	6.37547	8.87658	6.21102	9.33927	6.19941	8.75722	6.14632
251797_at	9.86433	7.11269	9.75232	6.56166	9.60676	7.12531	9.52675
251798_at	8.83481	8.76289	8.83481	8.83481	8.83481	8.91479	8.83481
251799_at	6.73152	8.81985	7.02023	8.87807	6.87898	8.97729	7.19883
251800_at	6.48878	7.75586	6.80782	7.41376	6.61455	7.49477	6.62385
251801_at	12.6881	12.2733	12.4141	12.2917	12.7673	12.343	12.4762
251802_at	9.34857	7.47644	9.38764	7.66285	9.02297	7.71058	9.08403
251803_at	4.15299	4.89854	3.83786	4.90078	3.91455	4.76855	4.06347
251804_at	12.518	6.44409	12.3596	6.72248	12.7092	6.80114	12.4195
251805_at	7.57422	7.39079	6.95912	7.40247	7.35085	7.22603	6.97948
251806_at	3.89614	3.86222	3.86222	3.94139	3.86222	3.86222	3.81245
251807_at	7.93328	8.71719	8.85388	8.58463	8.1648	8.59199	8.84453
251808_at	5.50484	7.40143	5.9711	7.12753	5.69938	6.64115	5.9711
251809_at	8.19198	5.59008	8.04994	4.8366	8.31279	5.13592	8.05245
251810_at	7.07695	10.5018	7.52746	10.4865	7.51632	10.3141	7.90117
251811_at	4.00983	3.48593	3.72435	3.69008	3.69008	3.75958	3.53207
251812_at	5.94161	5.64555	5.94161	5.98792	6.08179	5.93761	5.94161
251813_at	6.81058	7.14337	7.08513	7.24036	7.03947	7.22191	7.11143
251814_at	11.4426	13.6604	11.8467	13.4965	11.3603	13.0553	12.0624
251815_at	7.37283	10.431	7.15184	10.7662	7.38704	10.629	7.24914
251816_at	5.37487	6.75155	5.5475	6.33514	5.54632	6.65976	5.72047
251817_at	9.76872	9.12851	9.9156	9.12814	9.78373	9.34406	9.80327
251818_at	7.5634	7.39024	7.84077	7.52619	7.58568	7.29804	8.02716
251819_at	7.49433	7.68629	7.44431	7.794	7.3786	8.17161	7.37089
251820_at	6.71472	9.9803	7.11879	9.63306	6.93	10.0094	7.16118
251821_at	8.74221	7.76413	8.37294	7.66381	8.67786	7.73756	8.51027
251822_at	3.19402	3.13349	3.34015	3.10391	3.19402	3.19402	3.19402
251823_at	5.41531	6.75971	5.32617	6.62103	5.63448	6.70682	5.49181
251824_at	7.51688	3.67247	7.39204	3.78121	7.3046	3.97163	7.03507
251825_at	3.56799	3.30898	3.54161	3.13906	3.41378	3.32078	3.29021
251826_at	4.70171	5.50788	4.67471	6.84793	4.58538	5.28718	4.5756
251827_at	4.86928	7.77137	4.14085	8.13863	4.61069	7.19046	4.41361
251828_at	8.25487	7.93945	8.0742	7.71387	8.18467	7.97604	7.96476
251829_at	5.92878	7.2267	6.22959	6.93673	5.68233	7.19663	6.16598
251830_at	7.21938	8.76828	7.37929	8.94596	7.38514	8.84742	7.37191
251831_at	7.1206	7.67883	7.09313	7.5772	7.24978	7.5725	7.21469
251832_at	3.24685	3.12668	3.22015	3.22015	3.32172	3.13014	3.09661
251833_at	4.18145	4.24215	4.13443	4.26376	4.15094	4.48969	4.22318
251834_at	4.22805	4.61426	4.22696	4.83699	4.36631	4.51895	4.43523
251835_at	3.81265	3.79013	3.71882	3.51392	3.86089	3.60016	3.71882
251836_at	3.12416	3.16333	2.92947	3.09767	3.12416	3.09102	3.12416
251837_s_at	8.02754	7.7495	7.95108	8.08574	7.79107	7.75789	7.90162
251838_at	3.77558	3.45467	3.6591	3.59364	3.70508	3.68518	3.76087
251839_at	8.47513	5.42113	8.46775	5.77815	8.54188	5.66364	8.62033
251840_at	6.53071	7.31928	6.77432	8.37107	6.62516	7.391	6.85347
251841_at	6.19951	5.8236	6.26523	6.19951	6.3563	5.98698	6.19951
251842_at	4.77616	4.24464	4.18145	4.13208	4.45926	4.18145	3.92668
251843_x_at	5.67519	5.36998	5.16553	5.11456	5.0574	4.93836	4.67319
251844_at	5.91144	5.10437	5.98483	5.07382	5.88519	5.11384	5.93945
251845_at	9.38253	9.13591	9.39456	9.06678	9.29001	9.14333	9.31599
251846_at	4.09883	6.17774	4.73155	6.843	4.77036	6.16648	5.01548
251847_at	10.7664	9.04082	10.6852	9.00785	10.8051	9.18039	10.464
251848_at	10.7707	7.78024	10.4147	7.31043	10.4878	7.59608	10.3418
251849_at	5.36153	5.63816	5.02256	5.46923	5.12741	5.68346	5.31583
251850_at	6.59493	6.55364	6.48633	6.52884	6.31709	6.74157	6.55364
251851_at	7.10471	7.14866	7.41319	6.87723	7.067	7.08192	7.46312
251852_at	4.99393	6.4615	4.80668	6.37713	4.56807	6.37126	4.97624
251853_at	5.48095	7.75522	5.49628	8.19922	5.49616	7.48756	5.61335
251854_at	3.4997	3.22676	3.26745	3.00219	3.26217	3.06848	3.22676
251855_at	6.5663	9.01589	6.87127	8.94909	6.69587	8.65987	6.77971
251856_at	3.63513	5.7419	3.90796	4.14413	3.49036	4.89951	4.08635
251857_at	3.74002	3.63267	3.53733	3.53196	3.55993	3.52163	3.51544
251858_at	5.52874	7.45109	5.40857	7.55756	5.3568	7.50494	5.47869
251859_at	5.70451	5.2491	5.82227	5.41039	5.53756	5.22041	5.69695
251860_at	10.2192	11.3964	10.0249	11.3658	9.90676	11.5766	9.95482
251861_at	9.41548	6.23643	9.60487	6.66578	9.14359	6.07189	9.23747
251862_at	9.11748	6.40537	9.28108	6.898	9.17084	6.81502	9.33777
251863_at	3.76974	3.59364	3.56835	3.59364	3.59364	3.59364	3.58092
251864_at	6.12606	7.58153	6.47232	8.0252	6.13239	7.57543	6.69639
251865_at	4.15627	4.96273	4.05122	4.7593	3.9955	4.69526	4.0587
251866_at	7.40824	7.53107	7.71563	7.50498	7.4335	7.70239	7.51214
251867_at	9.75827	8.42333	9.71674	8.06382	9.58881	8.07745	9.70934
251868_at	3.8361	3.70167	3.76179	3.70167	3.70167	3.70167	3.67424
251869_at	9.00765	11.7049	9.11527	10.9798	8.95018	11.3226	9.06245
251870_at	6.53336	3.87046	5.75211	3.65117	6.23393	4.10973	5.59769
251871_at	3.16485	3.09333	3.16485	3.03005	3.3748	3.25168	3.16485
251872_at	2.96834	2.99008	2.99008	2.97157	2.99008	3.10538	2.97472
251873_at	7.49852	7.44179	7.62967	6.90947	7.41127	7.02628	7.82996
251874_at	3.82749	3.81058	3.81058	3.77235	3.81058	3.81058	3.63117
251875_at	3.81882	3.82483	3.70955	3.91511	3.91202	4.07591	3.62183
251876_at	7.11001	7.46685	7.36113	7.30032	7.11373	7.46302	7.22836
251877_at	9.67025	8.77565	9.87762	8.82296	9.82203	8.96217	9.81504
251878_at	3.22894	3.01564	3.04946	3.28824	3.19402	3.19402	3.1143
251879_at	7.80805	7.92255	7.79562	7.9503	7.88626	7.76978	7.76113
251880_at	6.85824	7.29574	6.67405	6.96636	6.78395	7.5157	6.73152
251881_at	4.43288	5.2066	4.5439	5.04528	4.26343	5.56079	4.80528
251882_at	10.1267	8.77512	9.86197	8.73254	9.8584	8.82674	9.68896
251883_at	8.99265	11.4179	9.29906	11.6319	9.14899	11.1073	9.62097
251884_at	9.88046	3.36992	9.24109	3.81058	9.62656	3.4627	9.14278
251885_at	8.14526	12.5608	8.92988	12.3401	8.37168	12.5341	9.19472
251886_at	3.83754	3.98887	3.75701	3.81058	3.84074	3.84074	3.84074
251887_at	7.27381	6.97479	7.10815	6.99487	7.0817	7.44287	7.45275
251888_at	7.8723	7.88339	7.99981	7.7961	7.9871	7.79593	8.03011
251889_at	4.80365	5.99682	4.27763	6.17678	4.6121	6.30475	4.49775
251890_at	5.5618	8.67346	5.71208	8.7597	5.43228	8.65199	5.31087
251891_at	5.29782	4.75414	5.46729	4.49156	5.32588	4.69886	5.28143
251892_at	5.50204	4.20827	4.96028	4.07065	5.81571	3.74134	5.20504
251893_at	8.0847	6.79198	8.47706	6.63185	8.57907	6.98538	8.71458
251894_at	8.17703	5.97754	8.31592	6.10874	8.39948	6.16093	8.24249
251895_at	10.3785	5.16537	10.3307	5.65797	10.3296	5.60893	10.1997
251896_at	4.1456	4.71254	4.16122	4.26884	4.44466	5.02256	4.44466
251897_at	9.53119	9.54957	9.47828	9.43449	9.4782	9.79503	9.47828
251898_at	3.61103	3.33305	3.26745	3.43286	3.29875	3.33305	3.22148
251899_at	4.38885	8.09761	4.35149	8.67068	4.49976	8.52215	4.83118
251900_at	4.008	4.85373	4.05357	4.63339	3.84799	4.59514	4.28488
251901_at	7.85909	5.43	7.37463	5.61727	7.56231	5.29205	7.24593
251902_at	9.69245	8.34698	9.62649	8.81865	9.71825	8.88711	9.62457
251903_at	3.91562	4.93615	3.68208	5.19871	4.13513	5.27042	3.91831
251904_at	8.74523	6.48981	8.83755	6.93436	8.66244	6.66688	8.69997
251905_at	6.91929	6.55159	6.76102	6.83298	7.05187	6.5861	6.83766
251906_at	9.7732	6.45752	9.22983	6.52616	9.81065	7.01909	9.23373
251907_at	3.63117	3.80985	3.78626	3.63117	3.50871	3.63117	3.59389
251908_at	3.57173	3.43476	3.32457	3.17685	3.39629	3.17657	3.33003
251909_at	4.09043	4.09043	4.21004	3.8662	4.09043	4.00799	4.42446
251910_at	8.67594	5.82871	8.72639	5.98195	8.46611	5.91042	8.56073
251911_at	3.16629	3.16845	3.19753	2.92419	3.23845	2.99383	3.12734
251912_at	3.98693	3.61273	3.62861	3.66927	3.69905	3.76728	3.67244
251913_at	3.08844	3.08844	3.2324	3.05341	3.08844	3.03965	3.18352
251914_at	8.29087	5.54739	8.1955	5.06041	7.95066	5.8498	8.07131
251915_at	7.22634	4.93547	6.46501	5.33919	6.96871	4.67216	6.97822
251916_at	4.90455	8.40684	4.57107	8.16189	4.6842	8.54928	4.49361
251917_at	8.93843	7.68693	8.69078	7.70311	8.76721	7.75782	8.63594
251918_at	4.65767	4.60874	4.43747	4.52754	4.57682	4.44022	4.43176
251919_at	4.92683	5.54479	5.4421	4.51717	4.52963	5.25506	5.59177
251920_at	5.04893	7.27998	5.80473	7.97814	5.4448	7.25557	5.57731
251921_at	10.4438	10.9719	10.1732	11.2399	10.4758	10.8662	10.3077
251922_at	6.41232	5.67288	6.24012	5.651	6.57018	5.79916	6.50274
251923_at	5.75408	5.59926	6.4243	5.55524	5.47553	5.86345	6.43868
251924_at	8.85312	9.51385	8.68153	9.68281	9.05272	9.63584	8.96922
251925_at	4.20283	4.17115	4.20283	4.1648	4.20903	4.1043	4.31379
251926_at	9.95485	10.1756	10.0409	10.5832	10.2284	10.1756	10.1756
251927_at	9.88198	8.81695	9.57344	8.17137	9.85027	8.80599	9.67787
251928_at	5.71595	5.60606	5.60413	5.633	5.47553	5.60606	5.47963
251929_at	6.50274	8.87598	6.81508	8.5834	6.41608	9.21593	7.02058
251930_at	9.2102	8.25441	9.45276	8.47165	9.14506	8.48484	9.38609
251931_at	5.67057	5.36698	5.58918	5.16429	5.90849	5.30426	5.66386
251932_at	7.09203	7.85132	7.09856	7.63603	6.95948	7.85704	7.41373
251933_at	3.73134	3.8768	3.72204	3.72204	3.72204	3.72204	3.65507
251934_at	3.53135	3.35203	3.42877	3.339	3.3875	3.46511	3.3875
251935_at	8.14385	6.83958	7.99254	7.37327	8.27962	7.17252	8.02423
251936_at	4.9712	6.61049	4.77139	6.75117	4.75979	6.13029	4.90322
251937_at	5.35165	7.537	5.0003	7.11735	5.06978	7.53361	5.31286
251938_at	10.7622	11.3867	10.569	11.9543	10.8316	11.7241	10.6569
251939_at	3.64424	3.58877	3.63227	3.5496	3.58877	3.56104	3.58877
251940_at	3.95335	3.5041	4.30783	3.49936	4.11236	3.56837	4.03178
251941_at	8.02774	9.62684	7.98324	9.73192	7.94485	9.69745	7.97569
251942_at	8.13071	3.36896	8.65	3.35813	7.69605	3.4472	8.59554
251943_at	9.351	9.20066	9.44749	9.22505	9.24576	8.99423	9.37086
251944_at	3.73766	3.85187	3.6764	3.71611	3.7112	3.61153	3.63244
251945_at	7.32783	7.36739	7.36739	7.56462	7.09048	7.62202	7.36357
251946_at	5.80268	6.8152	5.9072	6.82837	5.8588	6.20119	5.8909
251947_at	3.4365	3.35016	3.35016	3.35016	3.35016	3.35016	3.34612
251948_at	8.01418	8.70976	8.36595	9.05259	8.28277	8.37376	8.42692
251949_at	3.43696	3.37052	3.37052	3.2786	3.55747	3.17279	3.37052
251950_at	6.751	3.1956	7.74192	3.49487	6.92201	3.80921	7.8344
251951_s_at	9.30505	7.31735	8.82815	7.92375	9.63029	7.26345	9.06888
251952_at	6.52975	3.35954	6.79552	3.27642	7.24418	3.13346	7.0988
251953_at	4.50047	3.75528	4.56144	4.01225	4.45161	3.80502	4.12698
251954_at	7.62812	7.31122	7.87226	7.68773	7.60453	6.93848	7.75713
251955_at	5.25465	6.17009	5.44847	5.84673	5.25215	6.18789	4.80509
251956_at	9.25072	10.0945	9.52559	10.6188	9.29157	10.2696	9.70934
251957_at	4.76422	4.57159	4.55743	4.29963	4.55743	4.18869	4.57731
251958_at	7.665	8.71868	7.533	9.17297	7.92013	8.81369	7.81802
251959_at	7.06806	5.85636	6.14923	6.27663	6.99308	6.16489	6.28794
251960_at	6.82802	8.02479	6.99845	7.97794	7.20844	7.95281	7.10531
251961_at	6.46892	7.68744	6.49785	7.27241	6.64217	7.86653	6.43175
251962_at	11.2099	13.2528	10.5712	13.1693	11.1581	12.5858	10.5177
251963_at	5.67288	7.48719	5.90944	6.72705	5.37967	7.34114	5.73108
251964_at	3.46207	3.39832	3.39943	3.225	3.50871	3.39943	3.59641
251965_at	3.32585	3.30644	3.32968	3.17786	3.33305	3.30936	3.27061
251966_at	3.63117	4.10999	3.78975	4.4944	3.82858	3.79599	3.82858
251967_at	4.54663	6.65526	7.1239	4.53864	4.97935	6.93785	7.09251
251968_at	3.78496	7.25912	3.85213	6.15989	3.88181	7.24067	3.89614
251969_at	7.23025	9.512	7.51778	9.43659	7.24803	9.38327	7.3758
251970_at	7.29469	4.03729	7.80242	4.07622	7.36737	3.9015	7.7352
251971_at	6.73467	3.37567	7.05691	3.34646	7.04589	3.20286	7.33291
251972_at	5.0101	5.12997	4.91142	5.0101	4.60925	5.0101	5.01601
251973_at	9.26097	7.71891	9.05716	7.47453	8.789	7.80517	8.86989
251974_at	3.15961	3.11761	3.01675	3.09668	3.09668	3.09529	3.11228
251975_at	11.2634	5.13055	10.8651	6.09337	11.0613	5.36193	10.874
251976_at	5.35832	6.19951	5.32817	5.94207	5.33283	5.95779	5.67854
251977_at	3.01243	3.26849	3.09932	3.66239	3.06946	3.55526	3.02759
251978_at	3.2636	2.99857	3.11084	3.08007	3.1897	2.97831	3.13029
251979_at	5.53006	4.71056	5.28335	4.88067	5.38868	4.97777	5.29068
251980_at	5.05041	6.51158	6.89303	6.12439	5.25725	6.61911	6.86691
251981_at	3.63117	3.68902	3.63117	3.70884	3.55885	3.63117	3.63117
251982_at	4.81116	5.16275	4.71448	6.64871	4.77036	5.46417	4.50219
251983_at	5.88624	4.09286	5.9256	3.63117	5.75542	3.86754	5.89777
251984_at	6.8723	9.39198	7.13553	9.39118	7.0858	9.35442	7.35388
251985_at	4.10051	3.59153	3.99944	3.85374	4.16448	3.54449	4.12432
251986_at	3.91771	4.98596	3.96408	3.74951	3.63117	4.97052	3.96408
251987_at	4.38966	5.93397	5.12158	6.12589	3.96801	6.16278	5.10885
251988_at	3.01999	2.96536	2.87316	2.92412	2.96536	3.08191	3.06078
251989_at	9.65258	9.45277	10.0874	9.16764	9.83944	9.33365	10.1133
