	fibroblast1	fibroblast2	iPS1	iPS2
1007_s_at	756.9138823	460.0226011	1792.932898	2154.698565
1053_at	525.5475057	516.6915014	804.5122984	1042.748672
117_at	38.58139826	38.79062318	28.08663822	40.90642132
121_at	67.27946909	76.39872757	47.69219704	63.89045443
1255_g_at	17.32354087	11.44902024	922.1947894	724.7792313
1294_at	214.8895307	241.3217591	43.028992	59.87467102
1316_at	157.7550529	154.6060654	90.98553457	91.3661785
1320_at	78.90083893	112.6447687	56.76531226	47.13484089
1405_i_at	21.91165316	18.14569863	12.22762391	10.20622129
1431_at	39.9022882	44.41876142	12.13998295	11.40520108
1438_at	39.16046726	53.57380928	32.62802863	32.00657573
1487_at	416.891578	550.1017579	628.6193311	477.7165655
1494_f_at	21.728586	23.16564033	25.3123734	20.57544467
1552256_a_at	86.27932676	105.912175	231.0077949	229.2753589
1552257_a_at	1090.040966	833.8564257	1418.186212	2293.437918
1552258_at	45.92654611	61.08272706	32.9471161	22.7115303
1552261_at	25.79074754	26.92811603	52.90772504	44.63560279
1552263_at	77.13815218	111.199852	227.8439526	218.7191785
1552264_a_at	277.1609075	392.6887973	362.5046306	382.083264
1552266_at	14.52874481	32.2075376	14.93175409	13.35857636
1552269_at	12.14398201	20.04415564	11.76620515	16.37746571
1552271_at	52.45856394	52.38759244	42.2241985	53.55933125
1552272_a_at	41.5523324	52.000352	169.4108196	147.150768
1552274_at	92.25236003	242.3812163	30.10200134	34.91705183
1552275_s_at	381.572028	810.5940571	105.1046561	120.0811204
1552276_a_at	46.0796442	55.21382654	42.81636314	43.49865989
1552277_a_at	1339.631584	1621.500339	741.0946017	824.9819515
1552278_a_at	43.89029409	28.5076305	10.54462789	10.73333671
1552279_a_at	57.18665659	70.42211097	69.83676503	89.83934305
1552280_at	10.31057594	9.077710169	9.447673698	11.46667849
1552281_at	45.84128769	44.67344867	39.9878203	41.37852747
1552283_s_at	12.61077228	13.62966078	370.7270447	152.825862
1552286_at	97.74798015	110.9469354	175.4907546	201.8230094
1552287_s_at	208.9532135	185.6488902	363.3601511	337.1572824
1552288_at	21.88390571	22.91873305	77.70261615	37.96820318
1552289_a_at	28.2049264	25.58542424	71.18156889	50.20622786
1552291_at	488.5822165	532.5595976	286.6907049	359.603039
1552293_at	16.57001953	19.62759321	18.86130398	18.46220333
1552295_a_at	306.8035134	368.1211014	99.71922497	79.72423528
1552296_at	27.12371839	31.70408247	65.46736051	54.74185701
1552299_at	154.8679509	85.04919691	90.48162654	70.43451034
1552301_a_at	75.82419651	118.4433032	65.95120993	44.05956618
1552302_at	283.5275208	290.4440488	64.05326238	67.17133202
1552303_a_at	143.8159586	110.7883998	25.79646825	29.15324221
1552304_at	45.90176625	66.94012538	51.12123799	72.74292279
1552306_at	248.0056825	246.0504695	189.2087184	275.2650222
1552307_a_at	74.44955028	131.1222928	162.7169386	162.1612657
1552309_a_at	2669.952259	1372.58659	256.6028385	344.386828
1552310_at	264.8413788	291.6413335	161.7757678	217.3238652
1552311_a_at	70.74930286	67.6210066	77.76580694	66.43130019
1552312_a_at	147.3649133	84.14310911	92.00915234	119.4852119
1552314_a_at	69.75006479	70.70057112	120.4617323	98.3842404
1552315_at	25.63389991	28.53537252	21.53827237	25.41619095
1552316_a_at	10.99373166	10.56331067	9.095996045	11.73657499
1552318_at	11.78948815	13.43674445	9.572636121	9.997037603
1552319_a_at	18.8426352	16.38879415	19.74205311	28.94495926
1552320_a_at	21.69617793	23.71211271	26.29626316	17.10566188
1552321_a_at	24.79828149	25.55744325	19.64969558	21.68839427
1552322_at	10.2875719	14.18933751	16.80779731	16.58428733
1552323_s_at	43.56049829	85.58665835	113.024329	108.7850337
1552325_at	13.11152536	13.5658571	13.80298075	10.72933382
1552326_a_at	15.5285222	15.73746707	24.2889836	14.67302694
1552327_at	32.125058	32.37483725	97.03726705	35.5452215
1552329_at	137.6775106	141.4044133	560.6416847	202.0020227
1552330_at	94.29339935	98.92486656	43.7058585	80.01318126
1552332_at	186.6971655	198.3931777	182.8448937	98.33229939
1552334_at	249.5688642	162.6737187	150.3746111	112.6861396
1552335_at	23.70514284	140.5136984	12.28333562	17.23153045
1552337_s_at	30.46621429	25.34221267	16.20119867	17.29363743
1552338_at	31.78068249	23.63540007	25.45484942	30.9566583
1552340_at	16.29106149	17.32117247	10.75186482	15.26823205
1552343_s_at	72.8556066	62.69477229	197.547575	175.9402057
1552344_s_at	264.1630153	191.4964684	183.0613829	299.0251312
1552347_at	198.0511516	135.5357637	211.2614997	109.1490364
1552348_at	21.93215376	22.84725829	76.80849365	34.04326501
1552349_a_at	25.42924532	30.63777004	31.19033537	20.62111913
1552354_at	20.55002331	21.24755964	20.72225637	19.37128879
1552355_s_at	31.79238065	33.06229874	30.25750516	28.29985778
1552359_at	11.17073018	22.0377116	13.06100079	15.74926256
1552360_a_at	374.3283133	226.7282378	192.4141361	195.5959855
1552362_a_at	46.45456373	29.83078467	56.12144782	77.09344812
1552364_s_at	50.52148096	75.62400712	97.47544468	93.98639875
1552365_at	1071.095543	1370.101852	16.44601332	34.32017212
1552367_a_at	344.4373131	595.6272303	16.49654885	21.6584324
1552368_at	11.04540755	9.065235077	27.68495811	53.40477237
1552370_at	155.8921381	299.7081528	85.12769099	60.42814989
1552372_at	6.333945891	6.618455815	6.475739696	5.691049528
1552373_s_at	10.44922448	15.50769028	10.91886757	8.033808129
1552375_at	63.62737341	49.6910925	27.12338357	14.39499259
1552377_s_at	119.0835571	93.28052311	123.7499622	139.4842815
1552378_s_at	152.6502296	49.39179873	52.76446389	53.26457346
1552379_at	7.366447861	6.89618389	8.433781867	9.672478293
1552381_at	14.64052728	11.49134739	271.3753657	155.4588468
1552383_at	84.44471393	87.94307803	65.56688433	68.04572186
1552384_a_at	25.30265727	23.92073558	24.89210923	25.25109493
1552386_at	7.280887189	6.78894775	6.528533384	6.089118059
1552388_at	41.44667709	41.5127275	59.6292362	72.34927361
1552389_at	47.44571043	27.10949922	69.51735518	63.66043729
1552390_a_at	35.68072214	21.66852918	55.96288185	73.3456854
1552391_at	77.71797054	78.21400709	63.9885505	69.27547535
1552393_at	8.139953669	9.298301852	9.736726379	6.7850587
1552394_a_at	11.32198854	9.64707059	10.38178861	11.38727947
1552395_at	19.761476	25.32704052	17.10799234	22.77588085
1552396_at	26.959734	22.83778312	21.54467655	22.17517898
1552398_a_at	12.93159614	32.52845136	13.05383932	12.93110557
1552399_a_at	42.0883492	34.52460181	21.62562709	23.63258295
1552400_a_at	21.12266929	28.64059039	52.4730424	33.43923909
1552401_a_at	30.12171287	25.62149641	18.2530437	17.51292212
1552402_at	22.17436176	27.73135836	24.54899941	16.8838906
1552405_at	14.29936625	11.63542813	13.59347616	12.01673007
1552408_at	9.813223014	8.909336866	11.4450511	7.83623544
1552409_a_at	36.60451413	35.27678229	31.12879554	31.94003426
1552410_at	22.0086384	21.25774526	18.69920561	24.93921359
1552411_at	22.96073748	14.99303892	14.0478422	13.88305498
1552412_a_at	13.62969808	16.30021076	9.044977155	9.701861948
1552414_at	17.25292528	20.54325805	20.29033726	20.85240866
1552415_a_at	15.22404199	18.04619224	17.24140481	14.15406657
1552417_a_at	259.3845022	171.2234226	115.9435043	74.83413463
1552418_at	27.74736797	31.00337849	22.26076099	26.24406605
1552419_s_at	27.06475894	31.65733229	29.68111991	28.71779421
1552421_a_at	36.18652982	33.45041482	25.57034481	51.62666854
1552422_at	46.66652013	41.3232826	43.2470694	77.00084555
1552423_at	108.6023097	86.86680172	218.2901388	64.3442845
1552424_at	10.83479554	13.33975912	12.38373975	18.1359341
1552425_a_at	25.86359501	21.9739018	15.44861121	23.01551374
1552426_a_at	3035.398654	3029.037303	2633.087611	2609.671121
1552427_at	14.89757811	20.29040289	55.07823674	63.25032036
1552430_at	11.10264784	7.699655202	10.8652792	10.06853844
1552432_at	43.38107007	38.82348186	44.27347362	43.85025977
1552436_a_at	43.88179336	38.90049367	45.78806332	47.01796081
1552438_a_at	9.974929619	11.49528679	11.43355837	11.47469549
1552439_s_at	12.39657715	8.400556999	24.24919265	18.1520137
1552440_at	17.33254924	17.91670068	13.47312464	13.76479967
1552445_a_at	9.274925394	8.933314424	8.685964287	8.470025306
1552448_a_at	13.45313286	13.06861763	12.69325033	12.16824258
1552449_a_at	17.85072281	14.78371632	15.74153391	17.95019812
1552450_a_at	12.82771191	14.67876783	11.47945734	12.89085237
1552452_at	20.43893674	22.77785173	21.0364257	22.02972534
1552453_a_at	27.06166537	33.18548613	21.68250458	28.42660495
1552455_at	13.12596986	11.33528265	9.293492699	12.6843395
1552456_a_at	19.08265421	21.54765759	15.48875003	21.97905009
1552457_a_at	350.5548454	159.7449069	49.6077924	21.15774974
1552458_at	10.53065506	10.93538413	10.08912042	8.726173127
1552459_a_at	22.89221518	19.02965355	21.02978695	18.27295856
1552461_at	7.359842275	8.279639624	8.548944489	9.903689679
1552463_at	9.430633279	9.823929272	11.41508063	10.87939755
1552466_x_at	73.73036122	60.63281988	19.40781986	15.85012874
1552467_at	31.53702417	31.61784752	21.71904108	20.66011683
1552468_a_at	18.18844479	18.85496492	19.28721002	17.78316457
1552470_a_at	57.90259113	85.12227559	22.40620875	28.22344261
1552472_a_at	291.9293007	335.8234222	457.6828211	328.0696471
1552473_at	92.93387242	146.0488937	51.85626219	53.25090027
1552474_a_at	271.0991764	297.8822749	85.1325544	130.1686237
1552476_s_at	66.0751097	117.3969801	28.17503663	32.6998617
1552477_a_at	61.8597838	10.69867084	111.9545665	95.42292706
1552478_a_at	33.99586098	23.39582181	25.15346892	19.71352469
1552480_s_at	6.310371994	8.074218731	6.783177602	7.231843447
1552481_s_at	840.3985811	758.0895685	370.8723639	356.8030261
1552482_at	23.43749129	15.42562619	39.83698295	29.65423279
1552484_at	20.80832036	24.09303708	25.11543657	22.79001658
1552485_at	110.596821	198.5609681	49.25366717	43.53087598
1552486_s_at	252.1220045	588.7632878	154.4928035	144.7830927
1552487_a_at	209.3944821	311.6444696	8.37415131	44.8875033
1552489_s_at	50.31171942	138.8340233	12.09558483	13.68117686
1552490_at	28.49639705	41.40545264	44.1728422	32.75558208
1552491_at	296.6913229	314.8084071	211.4710074	236.5597177
1552493_s_at	31.50899491	28.79068922	20.58513878	20.71798732
1552494_at	49.6956561	48.67835974	30.41892993	37.30874319
1552496_a_at	11.62009347	12.6477391	287.6306582	186.6975421
1552497_a_at	8.974032781	10.26917626	10.31084843	7.706438407
1552498_at	43.52279768	31.24108871	27.79689881	36.25522364
1552499_a_at	45.68101922	28.71615962	20.92467442	47.78298028
1552501_a_at	28.84701582	28.84476593	24.81029441	33.55806743
1552502_s_at	9.095335982	137.1695943	10.68713595	13.38447372
1552503_at	21.83088909	19.3403724	88.15167104	60.26021148
1552504_a_at	88.72242185	51.45028273	134.7595821	120.2944445
1552506_at	18.35592174	19.54286252	19.49004244	29.51392902
1552507_at	148.5613614	15.33703923	13.1224095	12.86169878
1552508_at	348.0401953	18.89044367	14.73740795	16.19354348
1552509_a_at	11.27852692	11.00430145	14.25619193	12.58658742
1552510_at	43.35606334	51.22813212	42.75785491	40.19751313
1552511_a_at	9.785805768	9.281860262	8.951559996	9.878757059
1552514_at	14.22932508	18.99648085	8.046225094	7.115817627
1552515_at	27.59727278	25.44321911	24.41490415	24.40078266
1552516_a_at	30.82626896	29.69697897	22.80537286	36.63554674
1552518_s_at	77.08666783	74.01669461	107.3731614	84.43471242
1552519_at	96.25056431	22.28442984	28.96251389	19.73632348
1552520_at	18.71081662	22.61671386	75.27736647	88.91692133
1552521_a_at	7.993299032	9.639586521	96.27117283	118.2986617
1552522_at	5.864958468	6.544840198	37.68447553	20.44261741
1552523_a_at	19.66362678	19.75584198	43.41159915	35.08275534
1552524_at	27.58885158	23.92755461	36.06020827	44.01390713
1552526_at	16.1834987	20.34036272	17.93962533	17.09176763
1552528_at	65.48521368	72.70790504	51.10402045	47.61110116
1552531_a_at	12.53668816	14.19665933	11.71700189	14.94248139
1552532_a_at	32.11932039	33.5452648	63.71190213	26.16068204
1552535_at	20.62345498	18.85871616	33.24367334	30.85866824
1552536_at	50.2415385	29.81868053	44.20668217	35.95797646
1552538_a_at	29.82779766	47.07278961	26.00947796	20.22242195
1552540_s_at	78.60301242	66.21137253	99.91142754	70.64791302
1552541_at	28.51154103	26.77446967	21.84575714	18.88218127
1552542_s_at	16.28991135	13.28562928	14.02576768	18.1753438
1552543_a_at	11.82993054	17.74780343	39.73151325	37.64492506
1552544_at	15.54975035	11.03127059	13.20184002	13.23163641
1552546_a_at	197.1977596	202.9299151	42.4200983	48.25794405
1552548_at	12.08286589	10.92364305	14.51059958	12.85541661
1552549_a_at	37.58484088	39.83622136	42.2526715	36.7794199
1552552_s_at	8.499043097	12.30889167	9.490968818	10.10927904
1552553_a_at	25.84715282	44.85237914	44.44317923	44.39906897
1552554_a_at	12.93473602	11.72568462	8.657008866	9.370971542
1552555_at	32.30006802	30.74118013	26.32745303	27.43808549
1552557_a_at	14.38884078	18.33864375	264.5892853	320.5029952
1552558_a_at	49.29125791	48.39248786	38.84467387	51.51144075
1552559_a_at	95.29122738	74.5044253	20.13810285	18.5460098
1552562_at	44.039601	78.16367421	78.85382603	91.4590421
1552563_a_at	8.623051791	7.629830842	15.22536177	9.613195782
1552564_at	24.01644081	33.6295234	16.35257037	15.34946412
1552566_at	14.64696603	21.33979238	15.53657075	16.40529987
1552568_at	19.9700384	28.98965478	21.05961097	23.23056547
1552569_a_at	21.32273879	27.8972676	22.03828292	23.8500675
1552570_at	23.95378538	26.86996507	25.79096691	30.06171085
1552572_a_at	36.23985123	38.75383555	53.46355418	21.91093641
1552573_s_at	43.01926679	38.35978263	60.53131417	24.22955825
1552575_a_at	21.70894718	10.36315597	366.6959134	331.0315365
1552576_at	33.52819467	33.30089404	27.61545719	32.51998135
1552578_a_at	10.6081747	9.278578172	9.306648006	13.64411285
1552579_a_at	41.2354699	47.0423338	18.02022424	22.34861344
1552580_at	50.95501562	53.7712941	557.3833388	574.0960977
1552582_at	7.614244997	7.479914483	7.583746482	7.836776968
1552583_s_at	11.1463674	16.32131721	11.19500828	25.01854694
1552584_at	22.692368	26.20564577	27.06387838	24.13231978
1552585_s_at	9.080640776	12.09391361	15.22055196	11.84396999
1552586_at	31.74487654	32.34090257	31.37152942	32.603971
1552587_at	6.211538541	8.350601293	7.56721828	6.380373906
1552588_a_at	6.409191315	6.721473592	6.367838937	5.508890722
1552590_a_at	6.867785878	7.778922534	6.678390517	6.736398442
1552592_at	9.741963811	12.18152882	9.341188578	7.435486845
1552594_at	89.91475181	57.96468848	49.01613185	41.90051462
1552596_at	46.77360765	41.63862563	31.7301949	32.69986111
1552598_at	17.16122295	16.96846878	15.10086712	16.86410237
1552599_at	9.923604386	13.42537017	9.811511628	9.979776933
1552602_at	19.32919681	18.65079952	17.27319312	19.77240935
1552604_at	17.15861192	18.12315948	17.7117839	16.791379
1552605_s_at	19.25857802	15.13042955	15.76950417	16.08017039
1552607_at	117.7778736	122.5532916	56.377984	79.49352765
1552608_at	12.14674741	14.37313533	14.02220935	14.6310881
1552609_s_at	19.34970684	19.16889347	14.64433627	16.1863606
1552610_a_at	566.0414754	684.8638939	109.7560955	112.3156242
1552611_a_at	471.7660999	632.601958	119.7301905	140.3376956
1552612_at	597.0985823	575.3208854	349.5021805	333.6757829
1552613_s_at	562.7005198	532.3508166	451.8206864	367.5401243
1552615_at	66.43980583	74.80653098	72.56871028	67.10734467
1552616_a_at	29.71845407	34.44294064	22.9048079	30.75809852
1552617_a_at	803.416126	858.3210517	713.5046887	802.9745519
1552618_at	218.1958137	202.5267599	193.5770478	272.9406175
1552619_a_at	1087.2005	1150.886702	386.9300475	310.2516083
1552620_at	22.58360139	29.45684215	23.33769434	24.18670507
1552621_at	130.3662316	64.23710012	60.86387495	73.93349027
1552622_s_at	131.3084788	58.58082423	77.46235943	88.82201369
1552623_at	21.58848752	17.81116814	17.28822302	17.72843588
1552625_a_at	259.0552959	264.7680449	186.6989981	132.4973052
1552626_a_at	14.12094894	12.76734547	46.75271692	55.94848909
1552627_a_at	171.5818949	196.6125684	131.056059	129.5118999
1552628_a_at	1449.166565	1565.883515	634.6466958	705.2258816
1552629_a_at	16.5558684	21.33060566	13.94716922	16.31186879
1552630_a_at	36.57070856	40.52394452	31.01032481	23.84431954
1552631_a_at	93.59209633	101.2551553	75.91695282	72.42347212
1552632_a_at	47.15560718	51.44810679	81.43032753	60.29486665
1552633_at	55.41878168	73.09220189	196.8899108	152.9955569
1552634_a_at	182.7843575	357.6235143	1270.700098	917.0935455
1552637_at	12.43261855	10.6017576	11.59449744	11.22466497
1552639_at	19.48860792	20.25618663	17.75553161	16.34200484
1552641_s_at	201.4512021	207.440223	115.2966052	167.6500223
1552643_at	323.5885425	402.2588652	431.6748525	297.3748259
1552644_a_at	52.73614199	70.8462938	100.1439955	56.93189519
1552646_at	160.9533525	197.58092	21.84708799	22.18652524
1552648_a_at	52.13098546	46.0395864	60.25055192	67.58703235
1552649_a_at	43.94565658	29.64077812	42.94791821	45.91667667
1552651_a_at	40.98784301	42.43790122	55.61671125	102.3262845
1552652_at	66.69890109	92.43192263	74.40548633	48.29219269
1552656_s_at	65.09519208	78.26072971	25.00056633	19.54036519
1552657_a_at	45.16390281	45.3349036	23.80128575	33.95634815
1552658_a_at	2641.283894	1809.659482	35.07318467	115.8348291
1552660_a_at	105.7180595	97.03883956	53.16201235	98.71020171
1552661_at	7.823737228	9.412830578	38.65543428	6.9835195
1552662_a_at	27.35550121	35.30485147	38.62080721	26.46073251
1552663_a_at	33.77022424	43.7791781	23.80406571	21.27176164
1552664_at	2061.273148	2101.809442	1857.143268	2203.746984
1552665_at	109.4066245	120.5070485	69.61574455	69.78986012
1552666_a_at	11.37760708	12.77726546	12.2104307	10.95020338
1552667_a_at	33.36031553	30.24233756	56.79362003	45.88577129
1552669_at	18.86397435	17.69045859	15.49060379	22.07673595
1552670_a_at	77.19495658	98.36923365	68.7608012	89.64720291
1552671_a_at	258.1831497	419.8705483	81.49395071	99.27917543
1552672_a_at	28.05924161	28.68286629	54.57162489	65.35962731
1552673_at	8.530545393	8.526330485	10.40581685	8.483900559
1552674_at	10.64138308	9.603320934	10.69936413	10.14461354
1552675_at	9.337239832	10.67494443	14.8035377	11.91731552
1552676_at	45.22947811	49.11793665	39.9795003	38.88890023
1552677_a_at	37.95683544	50.96946673	31.36933368	18.69499501
1552678_a_at	81.01945953	65.28402616	425.1603793	420.7803489
1552680_a_at	95.56010335	86.28397511	107.3235393	126.252631
1552682_a_at	49.62685044	76.06913116	42.86770156	46.24754039
1552684_a_at	90.94046772	136.0292663	56.11634144	133.5490754
1552685_a_at	14.63038472	14.28825781	14.87371603	12.71702395
1552686_at	10.72938616	9.388702812	8.274998893	8.02874411
1552687_a_at	14.73159455	13.16727191	15.89181367	27.49130562
1552689_at	904.5609269	1033.723958	760.7918984	697.6928845
1552690_a_at	20.58009154	21.61819939	20.50602817	18.5486812
1552691_at	5.862751091	6.500801123	8.609024081	6.036358599
1552693_at	10.55558827	11.30847934	9.33952319	11.3343345
1552694_at	140.7871299	195.7844346	80.75065265	84.6798877
1552695_a_at	210.938389	282.0622634	120.886983	135.7030381
1552696_at	53.51744792	63.87862183	29.83820724	40.36670536
1552698_at	32.91288098	38.77256721	24.59443604	39.77387909
1552701_a_at	96.41084577	272.3244583	6.390063935	7.427306584
1552703_s_at	103.5392257	426.0007626	8.882222849	8.922525337
1552705_at	31.85462739	35.9075881	30.05963904	21.40045007
1552708_a_at	53.5615558	46.20923758	51.90459609	30.04308047
1552711_a_at	322.3462266	312.2747069	382.0761115	466.3104084
1552712_a_at	102.1621902	221.1683993	1387.978601	1270.659001
1552713_a_at	12.96077774	11.37057991	10.59905054	13.51792562
1552714_at	14.95066637	17.52330569	28.77589803	17.47703933
1552715_a_at	6.831371906	9.147385258	6.553436044	7.59385638
1552716_at	75.93210957	116.4675343	23.33206377	24.17940027
1552717_s_at	88.47957882	92.08855401	33.24905182	49.08257383
1552718_at	152.5627787	174.0544696	18.93867134	17.96966087
1552719_at	29.05525087	27.32253078	45.5332855	49.99499328
1552721_a_at	260.3284453	185.2348373	10.82635649	14.68660317
1552722_at	8.19023216	8.366218493	9.972373868	7.316340327
1552724_at	14.94171942	21.1488878	18.19341237	17.90923032
1552725_s_at	26.74983193	27.85905783	22.48152608	28.38992379
1552726_at	24.24705119	26.44892894	16.11485438	61.03800961
1552727_s_at	10.29268531	12.59855313	21.00190841	68.75192456
1552729_at	41.56056321	33.86189286	38.92755127	39.96525338
1552730_at	20.21662675	18.79270778	18.36383601	16.13758147
1552731_at	26.52543512	22.27233437	15.94119383	18.50518702
1552732_at	8.307074408	9.691625112	7.043560776	6.282909459
1552733_at	144.3151606	197.6392034	8.246089404	8.216594121
1552734_at	36.55978581	17.81082586	30.50203551	25.09131837
1552735_at	34.55081445	36.87679382	69.23617619	25.07099568
1552736_a_at	24.86657475	8.132458662	335.2273484	143.7831682
1552737_s_at	38.21124806	76.40698569	13.44038765	32.19345317
1552738_a_at	129.2028136	120.2086064	190.3619951	101.995675
1552739_s_at	153.418403	133.4845425	141.5248882	119.8917486
1552740_at	29.98090147	28.39943967	79.67146084	97.67422729
1552742_at	9.271921796	9.618220489	168.742049	83.96277582
1552743_at	16.19805097	17.18287831	14.59051304	15.15616145
1552745_at	11.14972362	12.41719944	12.50120792	16.01613088
1552747_a_at	13.46730617	12.89989738	14.36658633	13.59030566
1552749_a_at	30.73262629	26.98219663	21.47957019	33.32991671
1552750_at	15.48771692	17.17625596	14.78045832	16.23693352
1552751_a_at	49.77879437	43.79417968	42.19880995	49.76183825
1552752_a_at	10.82034589	11.421893	59.07824478	25.19722417
1552754_a_at	8.605572255	9.327341413	247.2709328	153.3165511
1552755_at	22.98338948	18.61815167	22.79319441	18.46926427
1552757_s_at	7.543202034	10.248075	8.391566735	7.991263938
1552758_at	46.48627605	37.10369146	14.96682292	15.19186274
1552760_at	117.3512907	27.75147711	13.69803945	10.5222718
1552761_at	43.70872504	38.97224348	36.22965559	32.93312709
1552763_at	12.26112662	19.29921743	45.21577018	36.12386051
1552765_x_at	20.97225729	31.65455921	68.6425752	50.10052572
1552766_at	7.112871341	8.207943027	15.07872841	10.9237022
1552767_a_at	16.67548316	14.39671979	1275.267046	1221.647604
1552768_at	25.67125998	26.81492846	22.24999169	20.75911106
1552769_at	41.66234648	49.7443554	81.07576565	82.91314404
1552770_s_at	14.57413102	19.83455505	18.62701631	12.13268873
1552771_a_at	27.00890021	19.93861734	22.3997297	23.48695926
1552772_at	13.92311744	18.51598768	21.37358038	15.72087942
1552773_at	11.75918013	16.85960812	25.67161816	44.07711538
1552774_a_at	12.14600706	24.76700093	78.36992575	46.55271224
1552775_at	20.18258408	21.33663635	16.33762614	16.03604951
1552777_a_at	16.47164092	48.80357381	12.04178196	15.80406299
1552779_a_at	9.773364274	10.27518615	10.19087243	9.960186201
1552782_at	11.94936189	12.92513864	13.83299545	15.29372926
1552783_at	9.886490048	10.92578285	113.3423495	21.71735398
1552785_at	43.2836575	40.23435938	52.64962714	47.02445079
1552787_at	14.57578254	24.20525779	34.6233068	95.13007602
1552788_a_at	33.36370049	43.95777358	96.13604769	89.53424414
1552789_at	383.7097796	287.8372057	53.76588585	68.01195446
1552790_a_at	832.1423395	753.1260242	192.3085239	210.8527946
1552791_a_at	7.65227759	7.895204199	6.244354533	6.491270529
1552792_at	131.8010806	116.8421832	188.3811729	226.2818979
1552793_at	16.86867245	55.10590495	9.504288827	9.308074985
1552794_a_at	78.58574197	68.48168895	28.07186555	42.01104085
1552796_a_at	24.25179535	35.9107382	17.27158216	18.01426064
1552797_s_at	110.0653145	94.23936317	1161.045013	1236.283278
1552798_a_at	42.07848131	130.8745982	24.61445015	22.71985422
1552799_at	20.87709905	27.92847719	23.14391125	24.90009672
1552800_at	29.31017039	33.05150898	22.36363525	22.42406751
1552801_at	8.072333326	9.097161612	9.54327959	10.51954322
1552803_a_at	231.2390881	427.9895428	63.23471983	34.35484441
1552804_a_at	67.16146248	63.51004935	23.46654988	33.25231589
1552806_a_at	27.72762959	22.40395943	28.11273082	24.09245837
1552807_a_at	56.64019381	58.27474862	47.53791222	53.425862
1552808_at	156.468041	110.146929	24.52335988	20.62461718
1552809_at	14.94939076	12.7895782	15.06240786	14.89847746
1552811_at	62.42861278	62.86406628	94.57282603	76.58545667
1552812_a_at	43.71416334	52.5102996	43.2365147	45.95487771
1552813_at	13.89516079	17.22939151	12.68517454	14.57149953
1552814_a_at	15.73223435	20.60251575	14.62044822	15.67863592
1552816_at	14.97895372	12.58534467	15.22627243	12.15856789
1552818_a_at	12.24575044	13.98235539	11.4742247	10.63745276
1552819_at	20.3942814	20.27087849	18.19158148	16.58322655
1552822_at	42.76683485	29.87782252	151.6912515	10.35885214
1552825_at	9.56991601	10.57279708	12.90963441	14.17642545
1552826_at	11.20750801	11.06932392	12.29905197	10.34127118
1552827_s_at	9.637052383	11.62770329	8.935599731	9.048229014
1552828_at	21.49053535	22.38574886	17.79993737	16.15249351
1552829_at	31.67549839	35.37070449	130.5214112	76.85686006
1552830_at	20.18248001	17.86818576	10.1866713	12.59142894
1552833_at	49.15053683	41.54846426	36.50053912	45.19915354
1552834_at	42.08661677	46.43278493	38.0171469	43.30747344
1552835_at	16.36119861	23.86968706	20.87197024	11.28116381
1552836_at	33.20702304	50.83046787	32.24602992	69.61943622
1552837_at	8.958945948	8.839061938	9.199260474	8.382599537
1552839_at	12.14333728	12.79094867	9.836318983	10.49537913
1552841_s_at	9.216064853	8.71492299	8.185455124	8.96083153
1552842_at	30.11485844	36.673357	27.60558728	25.83717607
1552843_at	40.39195388	38.15113421	24.7347315	22.95933304
1552845_at	41.46085601	33.37752143	38.29597497	40.83541983
1552846_s_at	60.99666296	74.6904122	102.0659098	91.97544722
1552848_a_at	9.688247734	12.61311156	77.68888328	70.99451958
1552849_at	10.54459032	18.21019899	25.20466538	37.4671706
1552851_at	6.104201993	8.331721506	6.253120397	7.28807535
1552852_a_at	12.14852697	11.73762048	11.11151916	12.48958175
1552853_at	19.78708763	22.84428887	14.50008579	16.48222673
1552854_a_at	45.00675595	42.06734206	31.94362747	34.55003112
1552856_at	27.60270206	26.50464433	17.71814955	20.25179984
1552857_a_at	20.67866762	26.27556007	21.85445173	23.15992307
1552858_at	6.518019707	7.391478228	7.64241459	6.806660616
1552860_at	25.69565744	26.32316417	22.09932272	19.23212411
1552862_at	224.5763184	210.5271764	192.0701104	249.6191475
1552863_a_at	14.53585311	17.20589067	49.08461002	40.77562092
1552865_a_at	11.42981622	12.91645226	9.216697315	13.19278289
1552867_at	26.71823645	14.52435532	132.350825	34.91187531
1552868_at	44.72186603	55.33143815	59.39742959	44.31369498
1552870_s_at	8.325772704	7.554627739	8.051530922	7.851320338
1552872_at	60.31827799	39.67376863	27.70991079	25.30895547
1552873_s_at	44.09151209	44.19911259	99.42327739	24.99274393
1552875_a_at	8.843719884	9.121593794	9.283805617	8.744634288
1552876_at	8.732578394	9.323399852	7.376728284	7.324521736
1552877_s_at	34.79119589	31.90559609	65.23012961	37.81108987
1552878_at	12.9673614	13.68819715	14.27564632	12.47998709
1552879_a_at	14.19487255	12.5278766	35.35712166	24.10693093
1552880_at	36.08481937	28.19988206	11.28484484	9.8695047
1552882_a_at	180.3718823	148.6438039	231.9367189	282.6873997
1552884_at	24.66429589	19.18295479	16.41403855	20.54382111
1552885_a_at	53.66581823	43.35985488	44.26686148	44.12194559
1552887_at	23.52990856	23.92068544	22.00979645	21.24591122
1552889_a_at	40.19141011	34.23849359	52.31475215	87.68593768
1552890_a_at	39.46486516	42.11786423	37.95252976	41.67200759
