	fibroblast1	fibroblast2	iPS1	iPS2
219583_s_at	311.752637	404.8560501	311.9334726	346.7539318
219584_at	12.19648546	15.85179663	11.67311594	9.957984702
219585_at	48.32246763	48.69529571	24.40119064	26.83657185
219586_at	31.16496897	33.68902419	53.70116926	48.04440913
219587_at	58.49293744	147.7475199	88.72928937	125.331832
219588_s_at	2336.240059	2459.001603	2330.928361	2356.133908
219589_s_at	69.66744073	148.3285416	35.32217931	46.88878634
219590_x_at	1484.130645	1558.518084	2215.848606	2140.22561
219591_at	145.0052673	130.3469524	144.8329072	211.4872049
219592_at	43.85786028	59.61850754	23.42830997	23.12669112
219593_at	42.25071187	71.03433091	116.8827557	189.2696587
219594_at	26.92897736	448.9343754	29.80662448	34.74238397
219595_at	322.5510598	235.184038	471.2071476	635.1545934
219596_at	529.3494417	579.4579429	440.6095757	502.2497752
219597_s_at	31.35047537	58.40086615	39.95630266	33.31096702
219598_s_at	4205.281611	3899.230539	2551.599596	2765.247946
219599_at	6156.787117	6269.317285	5049.101555	5556.673318
219600_s_at	1016.275424	834.044621	234.6943559	307.7406487
219601_s_at	81.84235716	81.66637711	121.1874067	104.6010326
219602_s_at	48.32542945	13.59278752	56.43128991	22.74836576
219603_s_at	522.0647509	598.9052488	82.74430663	73.18177814
219604_s_at	115.2657097	94.43563927	168.9127322	186.5577632
219605_at	56.05509056	43.76332538	75.17631574	72.8772425
219606_at	85.73464483	72.89814447	53.22462925	50.49811288
219607_s_at	5.72357266	6.35362516	5.932413003	6.933829064
219608_s_at	330.6143865	372.6889677	381.4782151	209.9473587
219609_at	280.4228273	233.8500043	193.3801426	301.9400568
219610_at	79.5565175	129.2666012	20.00955821	18.0842265
219611_s_at	84.83344363	71.13741577	132.4554241	178.0574605
219612_s_at	22.77866756	24.43735073	28.16563233	33.54186907
219613_s_at	253.0419118	298.4914731	248.9373762	216.4172457
219614_s_at	8.030015937	9.57354928	9.115304501	10.88665184
219615_s_at	22.08014989	14.46514827	918.1697534	904.6436607
219616_at	44.79849553	78.5703976	287.6572375	220.6492305
219617_at	108.1667314	228.2997539	626.6997533	745.8908134
219618_at	486.7284772	414.4746303	81.95023817	80.37683353
219619_at	6.498308443	7.976329758	8.741487145	18.39856822
219620_x_at	1606.358302	625.9194819	531.2823025	543.0464615
219621_at	33.20535727	37.59364253	31.13435462	48.07701021
219622_at	41.75089971	32.58349128	263.5157096	443.0983625
219623_at	262.2191469	227.3904628	579.8692367	547.8493785
219624_at	46.20351891	66.80808418	166.085298	92.03280392
219625_s_at	259.9623634	353.6168095	530.3703906	629.8446735
219626_at	421.605466	609.7336042	269.2575975	383.9448922
219627_at	408.8956501	272.7544997	441.6777057	351.1375867
219628_at	3163.378105	3659.004742	206.0524699	429.4210789
219629_at	78.83826549	79.76127375	82.02509366	97.68404473
219630_at	17.29243315	18.6597237	14.59296943	20.41437149
219631_at	826.3643716	613.6242317	166.8905176	179.8798399
219632_s_at	412.3118065	418.3640761	1166.050689	537.9903772
219633_at	410.1619621	527.0221988	136.6850158	246.7124639
219634_at	85.6293459	66.95906465	172.7244117	199.8765871
219635_at	144.1247931	165.0348294	427.7520154	432.6930293
219636_s_at	564.7703418	816.581997	636.4563235	661.5010737
219637_at	254.0026666	460.8312183	182.419909	274.6356111
219638_at	32.94586912	43.5624638	36.24235464	29.91046346
219639_x_at	933.2618682	730.7068344	1712.928076	1096.148208
219640_at	74.87580482	67.23483442	121.5866023	84.67307242
219641_at	359.0957047	385.7497226	293.7523592	384.4360047
219642_s_at	6.820924227	7.018920679	12.01741692	6.815193655
219643_at	6.959132181	7.01078478	10.0281745	7.889243211
219644_at	277.8547064	294.6410348	584.7730463	454.9363682
219645_at	15.09800224	11.36052716	15.90048029	37.17173957
219646_at	2922.456469	3513.792493	732.7153421	757.6034929
219647_at	17.4371177	27.09509004	25.22676957	26.27386133
219648_at	279.5763997	545.516904	1843.353388	1831.553338
219649_at	646.4878176	663.0128801	1661.514134	1652.88285
219650_at	201.8747026	198.5684445	606.0174728	665.5123701
219651_at	8.739341734	12.26162463	4838.296709	5468.840535
219652_s_at	24.25458774	21.44856322	20.49629973	20.0668627
219653_at	720.282268	741.354155	1036.968497	874.3838608
219654_at	1285.859287	1406.699698	644.6659599	760.9531093
219655_at	351.7220431	564.1169926	92.53232321	90.26525258
219656_at	52.72238884	54.60231368	50.07658972	49.76065263
219657_s_at	99.68982161	84.77723408	82.84587043	68.10581357
219658_at	42.910976	61.04049612	71.53161118	119.8338722
219659_at	34.15740377	35.67604503	259.607147	235.8572454
219660_s_at	13.83605735	50.52198341	101.3286922	98.9613825
219661_at	164.0448889	49.0153705	272.3925491	185.5484834
219662_at	351.8257505	275.5176196	346.9026519	253.3313604
219663_s_at	30.44399732	33.64607994	16.8959222	18.78301079
219664_s_at	290.6732539	419.2318242	374.5616182	311.4414423
219665_at	68.3595238	85.98569304	25.08270515	37.12268343
219666_at	10.65827412	13.7897227	10.13736913	10.33821125
219667_s_at	8.803340737	28.38668666	10.68191846	30.58085125
219668_at	32.53520958	29.09124224	221.2310332	298.2525065
219669_at	24.07134494	27.98355278	19.4748916	32.49878799
219670_at	63.54622167	13.34208117	206.5390495	174.6317929
219671_at	10.05827927	10.74263648	9.542745214	11.8089483
219672_at	25.28228592	24.87423825	31.59545419	47.09049501
219673_at	221.4088536	200.7814561	245.7877855	295.6915884
219674_s_at	274.8603392	253.2151791	165.776163	205.6143451
219675_s_at	1591.877682	1573.112726	1669.598958	1788.814894
219676_at	116.7308925	118.7061214	687.5018012	784.9642468
219677_at	67.07588749	60.52779957	48.07479628	36.3409457
219678_x_at	774.7922425	712.5177686	1176.609121	921.6261967
219679_s_at	1748.813454	1547.897279	2512.571507	1988.502844
219680_at	238.5230456	272.9252152	253.0048041	266.6487733
219681_s_at	120.8601895	175.6814913	700.6624719	597.8513858
219682_s_at	1318.420916	1841.149255	14.92182314	108.7458017
219683_at	33.77456565	27.43516737	565.7225745	530.5491941
219684_at	14.15261751	49.34224365	9.839262523	10.70524156
219685_at	197.3470271	51.13721473	160.0922761	251.8424221
219686_at	141.2135807	1178.686153	108.0152638	127.7154063
219687_at	316.3849671	108.6720923	25.24730758	27.6229492
219688_at	320.918266	445.9629773	159.9084599	201.9195766
219689_at	16.58024276	18.15523929	127.8000446	112.5398177
219690_at	110.332084	109.1972271	179.3456068	182.5054415
219691_at	113.3097398	461.1885384	11.53076056	8.579968493
219692_at	53.10232565	48.14518553	114.1518211	117.0308574
219693_at	345.2855066	256.1501529	382.3203857	405.2517524
219694_at	43.30506162	51.40647528	256.6120634	326.3708123
219695_at	31.55078225	36.2166544	42.98710792	54.69506637
219696_at	457.4102269	416.4358947	94.80942734	80.73179601
219697_at	19.80414711	16.93793299	54.05567863	110.7691207
219698_s_at	549.5424348	516.5934278	453.5821751	508.0701403
219699_at	42.28710383	48.45695787	103.6310071	113.2280595
219700_at	63.3253199	19.6857892	16.11125228	22.38946446
219701_at	62.42047251	112.3757137	19.07032398	15.758633
219702_at	45.08883478	39.9798081	29.03070736	29.69179127
219703_at	100.1816085	136.1674883	132.1937412	125.176506
219704_at	14.51558266	12.7060606	1336.110609	1027.666785
219705_at	40.62558484	46.10662639	179.1521816	150.7603094
219706_at	253.3018278	351.4721889	82.96704752	145.1847574
219707_at	122.4354342	266.8963481	128.2523593	114.8817089
219708_at	80.26459778	65.34794495	114.7652833	118.5708309
219709_x_at	284.3271157	303.7264054	245.349995	242.6105805
219710_at	64.36090503	90.77788502	9.062996314	11.62189493
219711_at	225.9643973	150.4358393	625.0124882	829.0436874
219712_s_at	29.47319737	25.42499681	27.84553928	34.02915471
219713_at	128.5224268	311.9430961	323.2215585	554.3715627
219714_s_at	60.60211793	36.90793165	87.88963894	183.6232207
219715_s_at	369.7256875	581.1121452	762.4888602	908.8729884
219716_at	77.56783231	136.0158023	16.33585207	24.57573647
219717_at	367.1563033	276.5267109	392.8709684	527.9204056
219718_at	174.6586777	380.7085623	302.8036144	329.6463361
219719_at	28.60514313	25.45350011	14.54251092	23.52264187
219720_s_at	138.264308	201.3185153	117.9057142	145.560255
219721_at	25.59391604	19.59701205	24.81809647	19.5546193
219722_s_at	182.2670854	126.4568522	146.008701	89.29063809
219723_x_at	59.25061822	80.99782464	19.57115543	24.5301016
219724_s_at	18.76080752	17.66261149	25.68361935	30.00325803
219725_at	30.02438136	43.54972736	40.89591801	39.90999752
219726_at	59.02127816	44.37252536	266.3417807	453.5438338
219727_at	11.56374088	12.6649168	12.62174746	12.83554647
219728_at	13.29061573	23.11077143	11.83080987	29.28761137
219729_at	413.3086713	1430.712621	112.0249854	144.5054665
219730_at	14.0139008	11.49571082	49.002563	13.17022456
219731_at	299.9346512	263.5237014	506.2553213	401.6542008
219732_at	11.48523034	11.06125565	121.520113	189.3479329
219733_s_at	301.3378258	191.9688007	367.3705708	413.6991563
219734_at	8.470928856	9.661731542	6.858606875	8.257998326
219735_s_at	13.16418382	16.48956359	163.7237384	259.5994441
219736_at	24.10868248	11.88729627	484.7050358	516.2085075
219737_s_at	1070.839829	80.01786623	23.61313512	27.73684943
219738_s_at	273.7298895	34.02007952	13.84480857	12.90712576
219739_at	23.19860676	21.41682601	21.48564206	20.21275656
219740_at	68.60764705	28.48325383	2944.777916	1834.946227
219741_x_at	753.2300443	651.189249	1174.832292	1446.438842
219742_at	27.88540855	40.26181566	28.96741163	32.10823772
219743_at	10.90494572	15.57084363	657.2585272	906.2561109
219744_at	20.49844364	23.03278676	21.07044413	23.43503132
219745_at	214.6912485	224.029303	563.5570029	470.7776297
219746_at	38.89499537	24.55596411	13.02670767	11.78666907
219747_at	802.7041226	343.3102442	35.30146703	23.81572426
219748_at	30.93748012	32.23819363	29.40088844	27.29415991
219749_at	1144.026361	2337.475924	201.4269976	328.7294461
219750_at	17.5846888	39.94354542	14.16443762	22.2257406
219751_at	82.4879998	104.1382639	925.7891952	841.0283351
219752_at	25.82159665	26.42850095	79.80997959	53.46552489
219753_at	55.92490029	52.67015288	92.68993949	216.7029242
219754_at	152.9324997	150.1539074	393.7959266	218.6269043
219755_at	63.67412667	60.18090913	35.89690427	26.56811746
219756_s_at	13.84008284	13.07634319	12.4330636	15.09157905
219757_s_at	123.0279703	107.7382844	141.3003199	96.24575462
219758_at	181.4934217	287.8772092	95.86973365	117.2981854
219759_at	243.5357075	97.68057096	14.32202747	11.72130144
219760_at	400.8908513	429.1021671	204.2922024	101.0921337
219761_at	15.54435579	131.9564422	9.831038115	12.28906949
219762_s_at	7482.239185	7325.856468	7496.245519	8377.341439
219763_at	180.8494145	389.232839	99.89302661	128.8891196
219764_at	13.08448557	13.23508935	40.94551055	77.26253734
219765_at	434.0235714	532.4367583	748.3212222	770.0849785
219766_at	124.9531268	144.5374603	101.4937508	132.5046125
219767_s_at	690.7221369	640.7610625	335.7634719	335.5148882
219768_at	15.89858856	15.20646317	17.76418993	59.02220492
219769_at	64.11305131	81.20442061	57.60873154	64.71568579
219770_at	468.7029624	654.4014896	583.446543	526.1823638
219771_at	254.1343465	213.815389	28.47919482	18.95451262
219772_s_at	12.62402649	13.04163025	13.46764203	11.49322269
219773_at	86.5359101	136.3320014	74.93319436	153.438373
219774_at	221.1559824	310.8553874	156.020085	188.7526432
219775_s_at	25.65776852	23.65488454	30.22508599	30.68624288
219776_s_at	22.63524009	24.99547373	12.65192806	16.83804388
219777_at	9.696091753	8.913827851	7.61590459	8.638950023
219778_at	853.7233521	297.7882734	25.05198606	59.00068107
219779_at	302.8837067	95.04605103	28.3587552	26.18120078
219780_at	17.63980502	17.79291356	14.51467591	19.63744896
219781_s_at	67.08397473	67.71421907	73.01917629	92.04295109
219782_s_at	16.89694782	19.48187689	16.79634729	19.90554953
219783_at	80.00539653	117.2501435	50.62720055	65.72807223
219784_at	105.2419663	87.97908928	54.19680288	59.6605915
219785_s_at	974.3489355	602.677993	286.8615057	214.1403047
219786_at	17.29623301	18.3626626	164.2578715	102.7775531
219787_s_at	1229.690573	1366.845345	2312.811529	2221.029931
219788_at	36.39102162	43.30034387	30.21277281	29.72764015
219789_at	898.7937823	437.7090015	7.288213091	7.253407422
219790_s_at	253.1397882	177.1790116	16.63617265	21.16998945
219791_s_at	19.9508188	69.89588743	9.520929821	10.94478683
219792_at	15.91483216	18.79827904	19.94662954	16.56665611
219793_at	52.39873068	59.28693099	56.65878946	66.08418266
219794_at	35.14737072	23.75827167	20.44368898	21.30191507
219795_at	7.546092977	7.740388313	7.634061082	8.0994057
219796_s_at	66.2170789	70.96315703	45.73243444	47.96344365
219797_at	7.688280764	10.18160524	20.71737186	11.6827296
219798_s_at	331.0407102	345.9319285	345.5824151	665.6493939
219799_s_at	14.45960184	10.60632436	10.61600096	13.49261267
219800_s_at	50.82939204	66.09083995	62.94394221	81.64962309
219801_at	123.7903658	151.2362388	611.1184745	252.1308408
219802_at	1747.79944	1918.334952	1138.247488	793.1636679
219803_at	16.67037171	14.91595079	18.93141202	12.45029772
219804_at	13.18047521	34.54763511	8.525974155	9.80746836
219805_at	152.6141381	153.1038436	192.4726475	244.0703909
219806_s_at	141.7934659	104.770746	397.4666214	387.1914937
219807_x_at	445.2078717	536.5922471	363.4284588	274.7169287
219808_at	61.92179998	75.06982309	353.1660499	385.7393868
219809_at	311.5081656	298.4563591	316.2795395	236.7459002
219810_at	101.8090945	156.5159424	145.7552791	83.53322033
219811_at	121.2095765	101.6816532	107.9962817	110.4863703
219812_at	14.89414816	15.20324867	14.63645347	14.61315845
219813_at	31.38867115	23.81676932	27.70217268	25.84434758
219814_at	15.73720527	18.52702785	31.72695764	48.0724799
219815_at	1186.07498	697.3453774	493.9383005	563.6939468
219816_s_at	1245.069965	1155.407396	656.112048	1347.691713
219817_at	203.4973292	147.9709923	469.5285154	290.7739468
219818_s_at	305.6765907	319.4711822	666.3893218	491.0072698
219819_s_at	2030.63261	2648.091119	2239.573998	2574.235612
219820_at	35.04012737	21.38328922	67.36214979	19.02313308
219821_s_at	122.747607	116.6933733	101.4121553	107.1354446
219822_at	340.9025562	498.5533414	735.6241388	372.0364796
219823_at	11.94292166	12.83260328	9368.57046	8932.398314
219824_at	73.21072493	214.2523941	108.9684412	91.13745627
219825_at	25.21408818	43.32973301	24.22223775	20.32312617
219826_at	383.4018439	254.491494	321.054081	381.736995
219827_at	41.74357298	29.94328375	33.35030213	34.28231433
219828_at	101.0435519	67.64026754	274.2393706	324.2914751
219829_at	77.61311703	59.90789127	43.19604709	51.46959663
219830_at	60.61209388	60.44930175	52.45683552	52.81181893
219831_at	123.2378021	216.0270229	114.4313288	53.0181475
219832_s_at	17.51149476	14.55148515	17.18525168	23.90750698
219833_s_at	408.2957137	823.2365585	683.6149649	632.2485724
219834_at	45.18509757	55.87929465	27.75187811	20.68848519
219835_at	78.98637377	67.00977013	40.88922566	58.14924738
219836_at	17.08397627	17.21921935	16.85982953	12.47101247
219837_s_at	9.364760782	16.07372326	115.8002674	152.4193025
219838_at	151.4716135	167.8288457	180.8313593	147.0444768
219839_x_at	24.33932285	20.64617481	17.84237883	21.52932423
219840_s_at	15.29538226	12.42933143	10.75376755	10.91432842
219841_at	9.236593091	10.9694243	8.958284236	10.64368803
219842_at	240.0384086	233.1510071	204.0252036	187.0233366
219843_at	244.6476078	214.9066606	59.27801373	63.91180803
219844_at	83.20103015	51.56856078	108.8728961	74.13228985
219845_at	42.51147791	38.17542954	32.79825167	37.12338102
219846_at	31.85498233	23.45021019	34.58298154	36.18214527
219847_at	85.6835343	139.213011	40.61491984	67.90081275
219848_s_at	282.4311783	281.017125	406.060368	322.8261593
219849_at	112.6290832	129.0945329	139.8472007	216.2277043
219850_s_at	9.83209711	10.39647427	8.97365807	7.971784917
219851_at	13.13601907	19.77308159	53.68508088	69.40813836
219852_s_at	146.5038259	137.0524527	133.5716204	113.2017668
219853_at	134.0320681	126.4099536	68.04565559	115.7458334
219854_at	270.5256427	296.1417499	427.5805108	581.9332876
219855_at	1343.320193	853.4616456	2335.523603	2393.347338
219856_at	32.26936114	33.84724373	29.92328083	35.66052558
219857_at	12.35176071	13.12732758	10.14731071	10.3533788
219858_s_at	17.2519722	26.14693677	14.12338643	10.82685885
219859_at	12.58279826	13.7911466	15.3958467	12.64624814
219860_at	84.00679624	132.1262396	73.36485078	61.59111287
219861_at	209.2341204	207.7904478	162.7630946	209.4871581
219862_s_at	450.3492692	423.1477757	723.7325995	712.6609889
219863_at	20.64372514	19.68915771	646.3347139	1197.842251
219864_s_at	59.09294374	99.59138179	71.06836771	52.48062255
219865_at	400.5643543	489.149792	758.6714623	688.1874912
219866_at	20.29957505	23.57498218	17.25712815	21.70660035
219867_at	12.11622426	10.72433481	15.45314728	12.7062581
219868_s_at	160.083664	245.5864559	52.38493303	60.6436148
219869_s_at	54.38859995	46.13062472	96.74910311	141.0711876
219870_at	175.2102046	40.28465299	704.4381297	686.6850736
219871_at	22.77044557	20.51782899	20.16948178	11.79885385
219872_at	31.65987894	40.37168867	10.50190367	9.641370266
219873_at	29.61554862	43.99647895	26.21108306	67.38691196
219874_at	249.6417135	204.7258003	818.8401942	970.0634042
219875_s_at	115.3818512	105.1847187	127.5122023	130.6141087
219876_s_at	25.99766179	21.98285447	98.20878585	72.33016557
219877_at	243.1857068	25.5851351	440.9595996	455.3543465
219878_s_at	33.19687371	29.64899886	23.90843918	18.31060243
219879_s_at	88.08051127	137.2239288	185.1540805	196.5229219
219880_at	182.4518947	173.4646082	684.2759627	319.5269294
219881_s_at	140.0131446	92.32442128	367.7274291	183.4543118
219882_at	222.8077898	233.730219	46.55422815	93.21766834
219883_at	30.84131867	53.73605684	68.81955647	66.24804074
219884_at	18.29955653	19.47527773	115.8113355	86.35523219
219885_at	245.6470819	51.51146746	63.94357817	115.1359452
219886_at	113.4337371	102.5281491	156.5610858	180.3004498
219887_at	12.0762839	25.35017671	19.88336759	31.74529946
219888_at	79.31268236	60.08484389	55.5219669	57.00719329
219889_at	46.61722261	96.33786548	298.5691571	329.6949
219890_at	8.887573865	8.09168065	7.574208323	7.954641375
219891_at	922.4361668	964.3513922	90.08872097	326.033135
219892_at	70.78952275	50.82520641	150.6111157	142.0484814
219893_at	29.82580296	26.96191154	33.55918373	25.40879795
219894_at	185.63119	18.47519632	320.520663	298.4657156
219895_at	25.26623942	9.527187856	20.5254326	15.95491723
219896_at	33.05346854	34.60625298	24.76990323	28.98285967
219897_at	89.77228047	53.40009439	111.3485184	93.2407827
219898_at	30.04330672	54.7222655	9.873995742	10.55286788
219899_x_at	79.54133208	85.5208657	73.19103237	81.46960724
219900_s_at	116.3569388	106.8978817	123.1857734	124.1481785
219901_at	139.4906798	176.4441765	574.9321465	576.778146
219902_at	69.1408907	192.2909699	20.37810023	66.99779417
219903_s_at	10.63887301	11.53978128	8.964006419	9.210593565
219904_at	78.49793852	117.0505915	121.6007669	191.8087818
219905_at	447.2242559	609.5516789	206.389174	215.4867967
219906_at	109.6199895	96.22552038	242.3035816	206.5200402
219907_at	108.9156559	97.93587698	88.05183402	72.25215069
219908_at	11.08985663	38.56013528	5.340777197	9.382505969
219909_at	25.66274817	21.90594702	22.42642269	25.72970908
219910_at	89.59877937	101.718337	39.73273457	59.35664808
219911_s_at	14.74113901	18.01267503	162.4591901	185.8371827
219912_s_at	20.42075963	16.95333519	19.92283151	15.93064718
219913_s_at	616.0777455	493.0903545	672.0871662	813.2438681
219914_at	27.95687376	26.99429908	55.6597879	60.9347533
219915_s_at	8.884280381	8.322765571	107.9375313	127.287293
219916_s_at	10.0733984	11.92320201	11.84703132	13.33565815
219917_at	162.3937792	210.9526677	159.3305367	149.8778205
219918_s_at	1649.792605	1570.274398	1901.753177	2464.553801
219919_s_at	322.8319549	392.392122	333.2531184	332.7377846
219920_s_at	385.1399459	447.9940869	247.4231866	349.8767634
219921_s_at	560.9934942	763.0714476	112.8227228	113.1505506
219922_s_at	97.79848755	97.25345522	29.33207941	28.10974211
219923_at	101.7675978	68.09122532	440.8636818	242.8024768
219924_s_at	150.0761745	193.6499914	73.07003382	71.4330256
219925_at	115.8400492	191.8055568	76.3334994	49.13747304
219926_at	1358.246788	1372.856721	237.5061316	353.390487
219927_at	37.96619392	62.48521555	29.34486817	32.72500433
219928_s_at	298.3333417	398.0770436	369.8944665	414.903676
219929_s_at	143.689127	186.9232243	68.45303208	59.61711418
219930_at	14.21292555	19.36595175	90.7469312	84.49039167
219931_s_at	188.3713078	272.3438023	140.8565423	172.9245318
219932_at	21.45508057	13.82466807	90.19358909	93.59606762
219933_at	1564.695932	1614.452914	459.209782	554.4600609
219934_s_at	9.781343915	9.693819677	9.133606007	8.30970895
219935_at	1009.265649	2174.295606	10.58042124	82.67222304
219936_s_at	17.76814585	19.45981093	18.43345297	32.72279497
219937_at	1164.053201	223.2953311	98.22344118	86.31248389
219938_s_at	1039.350463	585.6663897	181.1251378	374.6549517
219939_s_at	5756.017129	5285.051007	5499.225343	5831.970998
219940_s_at	1274.813061	1361.536988	1172.257351	1171.937836
219941_at	15.72354161	18.03133473	14.7075078	10.52430611
219942_at	28.48811683	31.20321075	82.99578696	137.7449497
219943_s_at	27.19933534	28.98200504	24.04652997	19.98532575
219944_at	246.3935939	409.4685897	16.812229	17.49904974
219945_at	15.50075468	21.15527995	586.8871003	758.3763594
219946_x_at	25.73808434	22.96895849	307.5807908	270.2185608
219947_at	40.55675658	44.05995685	21.0569531	20.23349709
219948_x_at	9.947989363	10.79929522	12.56198222	10.39411317
219949_at	103.1388981	516.0563375	241.254899	149.8878842
219950_s_at	254.7825857	252.8017955	737.2765379	428.2906696
219951_s_at	167.2941439	267.6902066	564.976386	622.8430092
219952_s_at	278.2018642	399.8954383	125.8171297	185.9274111
219953_s_at	427.6318969	455.994523	139.6640227	160.6080012
219954_s_at	15.88319797	13.08097199	12.69159878	10.80204645
219955_at	12.81719724	17.73634126	8604.653128	8594.366168
219956_at	218.0190532	292.3367192	36.40243391	35.47212028
219957_at	75.11731781	47.42885796	54.77314807	34.46129971
219958_at	30.10631228	29.78982229	82.21625314	63.89813537
219959_at	124.7669773	666.2423245	552.0402265	450.1243457
219960_s_at	492.794999	539.409851	437.2443513	524.9133327
219961_s_at	368.6420706	410.3387477	1453.227524	1157.379925
219962_at	10.75411234	10.88028771	21.46879936	13.72747378
219963_at	27.12656198	21.01055289	38.30147342	68.83292918
219964_at	863.7363189	585.7113933	81.0365035	119.8056053
219965_s_at	16.10486843	15.15130946	7.79109022	7.292635322
219966_x_at	493.6367496	390.6781552	571.7192441	687.6610154
219967_at	80.74254611	68.07732059	106.1955053	97.33887287
219968_at	234.5178545	215.8755431	1980.388704	2647.801307
219969_at	58.45506227	63.36779039	431.6878608	282.779439
219970_at	36.04630564	172.2258131	168.4749714	85.37737883
219971_at	22.08903878	27.50381129	14.61604706	12.79772428
219972_s_at	1739.698169	2091.887861	1356.916848	1255.045767
219973_at	1688.969827	725.967118	44.46135274	78.20599366
219974_x_at	922.947782	999.38465	666.6205791	627.1373419
219975_x_at	24.67090536	25.41208779	42.15927949	48.08281588
219976_at	19.45587123	17.12484759	633.8225367	389.5567625
219977_at	17.16081305	17.78633391	22.10243861	19.57652278
219978_s_at	741.5246306	673.9601617	1077.032015	909.5296196
219979_s_at	951.9723811	906.5864372	831.8647584	1097.699265
219980_at	67.93026189	65.87624721	71.74528257	65.28049913
219981_x_at	547.0755926	520.0208185	999.5889202	827.9936125
219982_s_at	440.7923895	547.9477758	933.3056765	680.0615546
219983_at	118.7986034	21.49102572	296.1857367	371.8071031
219984_s_at	35.11841376	9.206461962	98.14667772	171.0878077
219985_at	962.078786	1854.347563	307.8187461	234.3634572
219986_s_at	220.2777153	200.0325712	300.4744603	226.5256795
219987_at	15.3068898	12.92287418	1001.882478	1076.590519
219988_s_at	740.5535015	799.5234947	1267.664397	1508.958109
219989_s_at	27.36235138	19.02765692	16.77787082	21.04188206
219990_at	72.95442048	47.37477988	187.1083872	289.1310612
219991_at	28.91691992	41.21895779	20.60723062	24.35021359
219992_at	14.35356569	20.41539576	640.747272	540.5931556
219993_at	18.56419327	21.87665289	25.8602384	18.15647172
219994_at	31.90570561	32.86356538	14.69301289	14.07002689
219995_s_at	7.404217335	7.279145242	6.580312275	10.66016656
219996_at	70.08504415	96.1184245	136.9294041	61.57376635
219997_s_at	846.2730437	739.6354966	841.3058093	1059.215123
219998_at	49.34844407	16.33680635	353.7510753	374.2591194
219999_at	90.84811549	87.74917108	90.34063617	51.16699066
220000_at	15.74309471	18.71125496	10.62861697	12.57327994
220001_at	18.87927246	15.09051756	17.26174062	20.77800904
220002_at	118.2189231	91.14045627	38.07220276	42.49047254
220003_at	21.52421323	24.56239589	23.90270556	19.18427566
220004_at	12.12585937	192.194218	13.62824853	22.96977734
220005_at	9.183203589	9.911780206	9.965522419	10.32411449
220006_at	17.61990701	22.60680317	18.92471057	17.52799124
220007_at	104.1262868	159.3787748	281.0820624	257.0250167
220008_at	245.2752725	300.2804484	66.02008844	75.58684227
220009_at	11.30036466	12.79547409	9.527400327	12.08754646
220010_at	31.81902063	23.67551121	61.4350381	122.2553923
220011_at	701.8203016	766.8516291	2838.014805	2824.605282
220012_at	15.11423966	19.782042	13.44837676	10.7962822
220013_at	21.73353684	22.37186684	422.4376268	565.7929641
220014_at	1059.334098	1254.337634	49.98147842	40.64257359
220015_at	95.95760488	112.3782963	85.11206462	88.93478539
220016_at	660.9429435	1110.635792	45.24794545	60.7101841
220017_x_at	11.0387555	11.0950457	10.64636112	11.24780804
220018_at	94.26280876	106.3966688	160.5266534	158.1739151
220019_s_at	94.29084476	137.8692414	209.6250633	158.8849871
220020_at	77.58655237	84.92158422	100.1266329	106.7745326
220021_at	19.75349658	30.03851669	47.23229873	57.99970869
220022_at	81.89561174	118.401037	1166.209035	550.188319
220023_at	30.72933989	32.87672232	24.00483468	25.67006998
220024_s_at	72.2879239	76.96962781	76.76196064	70.82654384
220025_at	10.00093586	11.26061368	9.123812742	8.504181701
220026_at	6.857666285	7.232864061	6.570082179	6.361501408
220027_s_at	85.6435962	350.0692337	361.0958188	507.8795915
220028_at	30.66960624	25.86399632	181.8578855	207.34319
220029_at	31.74967084	14.64066931	14.17026672	14.8891123
220030_at	44.03539589	165.2550964	59.61859308	160.0847813
220031_at	58.93104386	57.52720363	40.78629213	56.59952392
220032_at	29.61966745	737.6946226	17.97858235	23.07470237
220033_at	75.20041482	118.114722	240.6745012	231.6204724
220034_at	52.22722842	153.8191642	57.25249907	37.86355349
220035_at	39.99514447	50.40857621	89.08256124	80.47196247
220036_s_at	490.5973463	433.6653903	213.7699199	246.0015898
220037_s_at	14.4535605	13.34209033	12.6657215	12.44860366
220038_at	209.5874022	331.9716072	63.23503761	123.9754947
220039_s_at	128.9396309	135.5561551	101.29688	156.4781827
220040_x_at	163.9373501	192.0612136	671.7010296	575.2279161
220041_at	109.8376568	369.8055014	16.56097862	16.44941883
220042_x_at	102.6855224	101.1136305	60.96872868	90.57209416
220043_s_at	29.73935329	23.40345642	38.47719191	17.819524
220044_x_at	2813.836506	2748.745115	4389.076832	3862.451655
220045_at	9.057444189	8.67589025	7.291379684	8.41304777
220046_s_at	1405.852011	1661.867032	2993.218725	1505.437835
220047_at	70.89672706	35.15054619	35.07895564	49.52829427
220048_at	24.36944962	27.98463597	24.53789769	18.8035228
220049_s_at	354.4074589	405.3507665	14.99794559	18.20339362
220050_at	195.0303549	260.2210355	39.98014283	48.93475064
220051_at	18.42040839	17.39532591	25.18932391	31.05299808
220052_s_at	447.385858	393.3253662	154.6600108	195.5991197
220053_at	20.4380083	26.77528474	369.1575803	918.5483157
220054_at	53.41326002	39.49863949	112.4823115	127.8394208
220055_at	44.35386462	40.93780344	17.88588873	24.22136727
220056_at	29.47844164	76.32661999	34.98698991	33.18446599
